RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,PCT FAIRWAYS HIT,FAIRWAYS HIT,POSSIBLE FAIRWAYS,YEAR
184,180,George McNeill,79,54.34,601,"1,106",2010
185,184,Mike Weir,59,53.83,429,797,2010
186,186,Tim Herron,79,53.49,544,"1,017",2010
187,185,Rich Barcelo,70,52.8,471,892,2010
188,187,Phil Mickelson,76,52.66,564,"1,071",2010
189,188,John Daly,63,52.21,402,770,2010
190,189,Jimmy Walker,82,51.29,555,"1,082",2010
191,190,Daniel Chopra,74,51.27,526,"1,026",2010
192,191,Martin Flores,75,50.15,496,989,2010
1,1,Joe Durant,62,74.09,552,745,2009
2,2,Tim Clark,81,74.06,805,"1,087",2009
3,3,Scott McCarron,91,73.32,929,"1,267",2009
4,4,David Toms,98,73.26,959,"1,309",2009
5,5,Kirk Triplett,60,72.62,602,829,2009
6,8,Brian Gay,96,72.24,929,"1,286",2009
7,6,Heath Slocum,95,71.99,910,"1,264",2009
8,7,Bart Bryant,58,71.9,540,751,2009
9,9,Chris Riley,77,71.49,707,989,2009
10,10,Zach Johnson,94,71.47,922,"1,290",2009
11,11,Scott Verplank,88,71.4,839,"1,175",2009
12,17,Darron Stiles,52,71.3,477,669,2009
13,12,Jeff Klauk,97,71.19,939,"1,319",2009
14,15,Corey Pavin,73,70.95,640,902,2009
15,14,Mark Brooks,55,70.86,462,652,2009
16,13,Patrick Sheehan,51,70.62,423,599,2009
17,18,Tom Lehman,55,70.52,500,709,2009
18,16,Jason Bohn,88,70.45,863,"1,225",2009
19,23,Chez Reavie,81,70.19,758,"1,080",2009
20,20,Billy Mayfair,83,70.01,810,"1,157",2009
T21,19,Glen Day,79,69.95,689,985,2009
T21,24,Brandt Snedeker,81,69.95,752,"1,075",2009
23,26,Colt Knost,71,69.83,611,875,2009
24,21,Alex Cejka,82,69.8,749,"1,073",2009
25,22,Jim Furyk,86,69.66,806,"1,157",2009
26,27,Jay Williamson,69,69.61,591,849,2009
27,25,Kent Jones,73,69.28,627,905,2009
28,29,Mark Wilson,99,69.09,912,"1,320",2009
29,32,Nick O'Hern,90,69.06,826,"1,196",2009
30,28,Paul Goydos,79,69.02,742,"1,075",2009
31,30,John Mallinger,90,68.82,821,"1,193",2009
32,33,Justin Leonard,95,68.81,878,"1,276",2009
33,34,Richard Johnson,85,68.63,805,"1,173",2009
34,36,Tommy Armour III,58,68.61,553,806,2009
35,31,Steve Elkington,70,68.56,665,970,2009
36,35,Boo Weekley,79,68.37,737,"1,078",2009
37,39,D.A. Points,99,68.36,886,"1,296",2009
38,T37,Jeff Maggert,79,68.31,750,"1,098",2009
39,40,Michael Allen,73,68.12,656,963,2009
40,41,Bob Estes,78,67.99,739,"1,087",2009
41,T37,Ben Crane,93,67.75,878,"1,296",2009
42,50,Jeff Quinney,78,67.68,735,"1,086",2009
43,42,K.J. Choi,65,67.67,607,897,2009
44,59,Rick Price,54,67.47,450,667,2009
45,44,Greg Owen,97,67.31,836,"1,242",2009
46,45,Jason Dufner,90,67.28,804,"1,195",2009
47,49,D.J. Trahan,96,67.19,901,"1,341",2009
48,43,Briny Baird,89,67.15,795,"1,184",2009
49,46,Kenny Perry,92,67.01,853,"1,273",2009
50,48,Robert Allenby,71,66.94,656,980,2009
51,57,Brian Davis,103,66.91,922,"1,378",2009
52,51,Charlie Wi,92,66.9,857,"1,281",2009
53,T52,Steve Stricker,81,66.82,735,"1,100",2009
54,47,Chris DiMarco,97,66.8,865,"1,295",2009
55,T52,Tim Petrovic,97,66.77,882,"1,321",2009
56,56,Vaughn Taylor,88,66.61,780,"1,171",2009
57,60,Kris Blanks,60,66.53,499,750,2009
58,T52,Peter Lonard,86,66.52,759,"1,141",2009
59,64,Jonathan Byrd,89,66.3,785,"1,184",2009
60,55,Jason Gore,74,66.15,635,960,2009
61,58,Marc Turnesa,77,66.14,711,"1,075",2009
T62,67,Will MacKenzie,69,66.08,637,964,2009
T62,61,Mathew Goggin,76,66.08,680,"1,029",2009
64,65,Bob Heintz,59,66.01,505,765,2009
65,62,Bryce Molder,69,66,563,853,2009
66,63,Matt Kuchar,82,65.99,753,"1,141",2009
67,68,John Rollins,92,65.85,808,"1,227",2009
68,66,Bo Van Pelt,100,65.62,838,"1,277",2009
69,69,Steve Lowery,83,65.54,757,"1,155",2009
70,71,Lucas Glover,93,65.49,850,"1,298",2009
71,72,Ryan Moore,89,65.46,775,"1,184",2009
72,73,Cliff Kresge,78,65.33,654,"1,001",2009
73,76,Stephen Ames,77,65.23,681,"1,044",2009
74,74,Hunter Mahan,94,65.19,839,"1,287",2009
75,75,Ian Poulter,59,65.18,511,784,2009
76,77,Matt Weibring,65,64.88,534,823,2009
77,79,Ernie Els,70,64.87,602,928,2009
78,80,John Senden,100,64.83,905,"1,396",2009
T79,81,Jerry Kelly,90,64.8,740,"1,142",2009
T79,78,Justin Rose,71,64.8,635,980,2009
81,82,Ben Curtis,63,64.75,562,868,2009
82,70,Casey Wittenberg,71,64.69,566,875,2009
83,T86,Todd Hamilton,83,64.6,730,"1,130",2009
84,T86,Johnson Wagner,81,64.42,728,"1,130",2009
85,85,Dean Wilson,81,64.33,689,"1,071",2009
T86,83,Tiger Woods,64,64.29,558,868,2009
T86,94,Tom Pernice Jr.,82,64.29,731,"1,137",2009
88,90,Rocco Mediate,79,64.18,670,"1,044",2009
T89,91,Ted Purdy,101,64.05,832,"1,299",2009
T89,98,Rich Beem,77,64.05,613,957,2009
91,T95,Nicholas Thompson,96,64.04,837,"1,307",2009
92,93,Bill Lunde,83,64,720,"1,125",2009
93,92,Charles Warren,63,63.9,508,795,2009
T94,T95,Scott Sterling,51,63.87,380,595,2009
T94,84,Peter Tomasulo,61,63.87,488,764,2009
96,89,Aron Price,89,63.82,718,"1,125",2009
97,99,Rod Pampling,72,63.81,633,992,2009
98,100,Woody Austin,84,63.76,746,"1,170",2009
99,101,Greg Chalmers,85,63.74,682,"1,070",2009
100,102,Chris Stroud,88,63.73,745,"1,169",2009
101,T95,Greg Kraft,51,63.58,419,659,2009
102,88,Brian Vranesh,51,63.51,416,655,2009
103,103,Chad Campbell,90,63.5,762,"1,200",2009
T104,T104,Kevin Na,91,63.41,766,"1,208",2009
T104,T104,Steve Marino,98,63.41,832,"1,312",2009
106,106,Mike Weir,85,63.26,742,"1,173",2009
107,107,Martin Laird,72,63.09,617,978,2009
108,T110,Steve Flesch,77,63.01,673,"1,068",2009
109,109,Pat Perez,74,62.89,632,"1,005",2009
110,108,Bill Haas,91,62.81,760,"1,210",2009
111,112,James Nitties,86,62.62,717,"1,145",2009
112,113,Kevin Sutherland,96,62.59,828,"1,323",2009
113,116,Ken Duke,87,62.51,757,"1,211",2009
114,115,Luke Donald,79,62.5,665,"1,064",2009
115,T110,Lee Janzen,74,62.39,589,944,2009
116,119,David Mathis,82,62.37,658,"1,055",2009
117,117,Kevin Stadler,65,62.3,494,793,2009
118,120,Cameron Beckman,87,62.2,719,"1,156",2009
119,129,Spencer Levin,75,62.13,612,985,2009
120,114,Brendon Todd,53,62.03,441,711,2009
121,118,Brendon de Jonge,90,61.86,738,"1,193",2009
122,122,Ryuji Imada,85,61.62,732,"1,188",2009
123,T123,Sean O'Hair,80,61.6,656,"1,065",2009
124,121,Jarrod Lyle,65,61.59,489,794,2009
125,T125,John Merrick,91,61.47,713,"1,160",2009
126,T125,Camilo Villegas,76,61.31,629,"1,026",2009
127,127,J.J. Henry,97,61.3,795,"1,297",2009
128,128,Ryan Palmer,78,61.23,668,"1,091",2009
129,131,Kevin Streelman,97,61.16,792,"1,295",2009
130,132,Mark Calcavecchia,72,61.06,613,"1,004",2009
131,130,Vijay Singh,71,60.89,590,969,2009
132,133,Nathan Green,104,60.66,845,"1,393",2009
133,135,Y.E. Yang,83,60.56,668,"1,103",2009
134,134,Michael Letzig,96,60.53,773,"1,277",2009
135,138,George McNeill,82,60.5,674,"1,114",2009
136,137,Jason Day,61,60.22,445,739,2009
137,139,Troy Matteson,95,60.03,760,"1,266",2009
138,141,Sergio Garcia,59,59.61,484,812,2009
139,142,Retief Goosen,74,59.59,606,"1,017",2009
140,140,Webb Simpson,94,59.57,781,"1,311",2009
141,143,Marc Leishman,91,59.44,721,"1,213",2009
142,147,Stuart Appleby,79,59.1,643,"1,088",2009
143,145,Davis Love III,89,58.97,720,"1,221",2009
T144,146,Brad Faxon,59,58.92,482,818,2009
T144,150,Brett Quigley,92,58.92,687,"1,166",2009
146,149,Charles Howell III,99,58.87,747,"1,269",2009
147,144,Freddie Jacobson,83,58.78,666,"1,133",2009
148,151,Adam Scott,53,58.77,429,730,2009
T149,152,Matt Bettencourt,98,58.58,799,"1,364",2009
T149,153,Stewart Cink,79,58.58,601,"1,026",2009
151,154,Geoff Ogilvy,78,58.4,591,"1,012",2009
152,155,Ricky Barnes,67,58.3,481,825,2009
153,159,Tim Herron,87,58.28,704,"1,208",2009
154,156,Rory Sabbatini,81,57.89,646,"1,116",2009
155,157,Nick Watney,86,57.81,692,"1,197",2009
156,158,Charley Hoffman,97,57.59,778,"1,351",2009
157,163,Carl Pettersson,86,57.55,694,"1,206",2009
158,160,Joe Ogilvie,85,57.52,662,"1,151",2009
159,162,Daniel Chopra,89,57.37,716,"1,248",2009
160,164,Brad Adamonis,70,57.04,539,945,2009
161,161,Robert Garrigus,83,56.86,626,"1,101",2009
162,166,Derek Fathauer,63,56.62,449,793,2009
163,165,Aaron Baddeley,66,56.48,514,910,2009
164,168,Brian Bateman,55,56.4,432,766,2009
165,167,Tag Ridings,50,56.14,343,611,2009
166,169,Fred Couples,54,55.91,421,753,2009
167,171,Scott Piercy,85,55.76,629,"1,128",2009
168,170,Leif Olson,51,55.5,363,654,2009
T169,175,Matt Jones,56,55.4,385,695,2009
T169,172,Dustin Johnson,85,55.4,652,"1,177",2009
171,174,Padraig Harrington,66,55.12,501,909,2009
172,176,Harrison Frazar,93,54.32,673,"1,239",2009
173,177,Parker McLachlin,71,54.29,538,991,2009
174,178,Jeff Overton,92,53.87,661,"1,227",2009
175,179,Anthony Kim,76,53.65,558,"1,040",2009
176,180,Jimmy Walker,74,53.59,507,946,2009
177,181,Gary Woodland,53,53.06,347,654,2009
178,182,Bubba Watson,73,53.05,540,"1,018",2009
179,183,Phil Mickelson,66,52.21,460,881,2009
180,184,Andres Romero,58,51.62,414,802,2009
181,185,Ángel Cabrera,55,51.46,389,756,2009
182,186,Eric Axley,71,50.97,474,930,2009
183,187,David Duval,56,50.9,397,780,2009
184,188,J.B. Holmes,74,48.02,498,"1,037",2009
1,1,Olin Browne,77,80.42,838,"1,042",2008
2,3,Omar Uresti,74,74.85,729,974,2008
3,6,Heath Slocum,104,73.95,"1,073","1,451",2008
4,4,Bart Bryant,81,73.87,834,"1,129",2008
5,5,Zach Johnson,85,73.73,870,"1,180",2008
6,8,Scott Verplank,82,73.57,835,"1,135",2008
7,7,Robert Gamez,79,73.36,785,"1,070",2008
8,11,Joe Durant,92,73.05,854,"1,169",2008
9,9,Chez Reavie,102,72.56,989,"1,363",2008
10,12,Brian Davis,108,72.47,"1,090","1,504",2008
11,10,Jeff Gove,50,72.43,465,642,2008
12,13,Nick O'Hern,82,72.27,808,"1,118",2008
13,14,Billy Mayfair,103,72.16,"1,037","1,437",2008
14,15,Ron Whittaker,54,72.07,480,666,2008
15,16,Gavin Coles,54,71.99,460,639,2008
16,18,Kent Jones,68,71.81,619,862,2008
17,17,Brian Gay,102,71.74,942,"1,313",2008
18,20,Paul Claxton,63,70.96,562,792,2008
19,19,Paul Goydos,78,70.85,773,"1,091",2008
20,21,Mark Wilson,107,70.73,"1,056","1,493",2008
21,22,Shane Bertsch,96,70.54,941,"1,334",2008
22,23,Steve Elkington,84,70.43,824,"1,170",2008
23,26,Ryan Armour,87,69.88,805,"1,152",2008
24,24,Jay Williamson,96,69.73,857,"1,229",2008
25,30,Michael Allen,91,69.45,882,"1,270",2008
26,27,John Mallinger,95,69.39,918,"1,323",2008
27,25,Craig Kanada,65,69.38,571,823,2008
28,T28,Jim Furyk,95,69.37,915,"1,319",2008
29,31,Corey Pavin,69,69.22,623,900,2008
30,T28,Scott McCarron,63,69.2,609,880,2008
31,32,John Riegger,73,69.09,646,935,2008
32,34,Glen Day,64,69.02,557,807,2008
33,35,Jin Park,85,68.79,736,"1,070",2008
34,33,Greg Kraft,63,68.71,527,767,2008
35,36,John Senden,93,68.2,875,"1,283",2008
36,41,Kenneth Ferrie,72,68.13,607,891,2008
37,37,Doug LaBelle II,65,68.06,552,811,2008
38,38,John Rollins,94,67.94,892,"1,313",2008
39,39,Kevin Na,97,67.8,916,"1,351",2008
40,40,Justin Leonard,101,67.72,902,"1,332",2008
41,44,Jason Gore,94,67.71,885,"1,307",2008
T42,T42,Ben Crane,86,67.64,811,"1,199",2008
T42,48,Cameron Beckman,87,67.64,744,"1,100",2008
44,50,Bob Tway,70,67.34,600,891,2008
45,45,Charlie Wi,97,67.33,909,"1,350",2008
46,46,Jonathan Byrd,88,67.31,799,"1,187",2008
47,47,Ben Curtis,80,67.2,715,"1,064",2008
48,54,Rich Beem,90,66.93,840,"1,255",2008
49,51,Stephen Leaney,53,66.91,457,683,2008
50,T42,Jeff Maggert,86,66.89,800,"1,196",2008
51,52,Todd Hamilton,92,66.87,858,"1,283",2008
52,53,Nicholas Thompson,113,66.85,996,"1,490",2008
53,55,Tim Wilkinson,95,66.72,810,"1,214",2008
54,60,Tim Petrovic,97,66.53,825,"1,240",2008
55,56,Chris Riley,51,66.5,397,597,2008
T56,57,Bob Estes,90,66.48,815,"1,226",2008
T56,59,Patrick Sheehan,124,66.48,"1,073","1,614",2008
58,64,Chris Stroud,81,66.38,693,"1,044",2008
59,T73,Jerry Kelly,89,66.21,776,"1,172",2008
60,58,Woody Austin,109,66.19,975,"1,473",2008
61,66,Briny Baird,113,66.03,966,"1,463",2008
62,63,Hunter Mahan,87,66.02,785,"1,189",2008
63,67,Scott Sterling,89,66,763,"1,156",2008
64,62,Peter Lonard,92,65.91,808,"1,226",2008
65,61,John Huston,56,65.88,475,721,2008
T66,T73,Justin Bolli,87,65.74,735,"1,118",2008
T66,65,Ryan Moore,72,65.74,660,"1,004",2008
68,68,Chad Campbell,94,65.68,861,"1,311",2008
69,69,Rod Pampling,83,65.65,732,"1,115",2008
70,82,Robert Allenby,108,65.64,980,"1,493",2008
71,T75,J.J. Henry,108,65.6,988,"1,506",2008
72,71,David Toms,70,65.58,623,950,2008
73,72,Matt Kuchar,88,65.53,751,"1,146",2008
74,77,Mark Calcavecchia,67,65.44,604,923,2008
75,70,Charles Warren,79,65.43,721,"1,102",2008
76,T75,Alex Cejka,75,65.42,628,960,2008
77,81,Todd Demsey,80,65.38,710,"1,086",2008
T78,78,D.J. Trahan,94,65.31,853,"1,306",2008
T78,86,Marc Turnesa,87,65.31,755,"1,156",2008
80,79,John Merrick,98,65.23,818,"1,254",2008
81,80,Joe Ogilvie,100,65.2,875,"1,342",2008
82,84,Frank Lickliter II,107,64.99,967,"1,488",2008
83,89,Tim Clark,90,64.98,809,"1,245",2008
84,85,Mathew Goggin,91,64.91,823,"1,268",2008
85,83,Boo Weekley,86,64.75,753,"1,163",2008
86,87,Rocco Mediate,87,64.66,785,"1,214",2008
87,88,Tom Lehman,51,64.53,442,685,2008
88,90,Michael Letzig,88,64.44,754,"1,170",2008
89,92,Richard Johnson,60,64.18,482,751,2008
90,95,Tom Pernice Jr.,104,63.99,926,"1,447",2008
91,99,Steve Marino,119,63.84,"1,022","1,601",2008
92,91,Jim McGovern,75,63.65,611,960,2008
93,100,Y.E. Yang,89,63.43,770,"1,214",2008
94,120,Tom Scherrer,56,63.36,441,696,2008
T95,94,Charley Hoffman,94,63.35,816,"1,288",2008
T95,T97,Tommy Armour III,77,63.35,643,"1,015",2008
97,96,Pat Perez,93,63.27,813,"1,285",2008
98,93,J.P. Hayes,67,63.24,590,933,2008
99,104,Chris DiMarco,87,63.12,765,"1,212",2008
100,101,Ryan Palmer,69,62.94,552,877,2008
101,T97,Lee Janzen,89,62.91,726,"1,154",2008
102,109,Mathias Grönberg,87,62.77,725,"1,155",2008
103,T106,Stephen Ames,83,62.72,720,"1,148",2008
104,102,Nick Flanagan,89,62.66,740,"1,181",2008
105,111,Will MacKenzie,62,62.6,539,861,2008
106,105,Mike Weir,88,62.46,762,"1,220",2008
107,T106,Trevor Immelman,70,62.45,592,948,2008
108,113,Kyle Thompson,70,62.44,557,892,2008
109,108,Paul Casey,55,62.43,452,724,2008
110,110,Vaughn Taylor,103,62.4,898,"1,439",2008
111,103,Alejandro Cañizares,52,62.36,381,611,2008
112,T117,Ken Duke,116,62.27,"1,005","1,614",2008
113,T117,Cliff Kresge,84,62.26,693,"1,113",2008
114,122,Martin Laird,98,62.25,798,"1,282",2008
115,112,Kevin Streelman,114,62.21,935,"1,503",2008
116,T125,Bo Van Pelt,101,62.06,839,"1,352",2008
117,128,Kevin Stadler,90,62.01,710,"1,145",2008
118,114,Rory Sabbatini,77,61.99,662,"1,068",2008
119,115,Jeff Quinney,87,61.98,753,"1,215",2008
120,116,Kenny Perry,97,61.97,836,"1,349",2008
121,119,Kevin Sutherland,98,61.93,846,"1,366",2008
122,T125,Brett Quigley,80,61.76,672,"1,088",2008
123,121,Dean Wilson,109,61.7,902,"1,462",2008
124,123,Brad Elder,67,61.67,523,848,2008
125,124,Lucas Glover,91,61.54,781,"1,269",2008
126,127,K.J. Choi,74,61.38,604,984,2008
127,129,Troy Matteson,94,61.36,802,"1,307",2008
128,131,Nick Watney,96,61.21,822,"1,343",2008
129,138,Dudley Hart,74,61.18,599,979,2008
130,134,Ted Purdy,68,61.14,527,862,2008
131,130,Tim Herron,97,61.1,790,"1,293",2008
132,T136,David Lutterus,59,61.06,450,737,2008
133,132,Johnson Wagner,83,61.02,681,"1,116",2008
134,133,Steve Flesch,95,60.98,808,"1,325",2008
135,141,Bob Sowards,61,60.89,467,767,2008
136,135,Jesper Parnevik,88,60.85,712,"1,170",2008
137,T136,Brandt Snedeker,85,60.51,711,"1,175",2008
138,139,Sean O'Hair,81,60.44,683,"1,130",2008
139,140,Jason Day,81,60.39,683,"1,131",2008
140,143,Harrison Frazar,73,60.11,544,905,2008
141,142,Marco Dawson,64,60.1,467,777,2008
T142,147,Freddie Jacobson,78,59.95,654,"1,091",2008
T142,145,Bill Haas,99,59.95,792,"1,321",2008
144,144,Steve Lowery,74,59.92,619,"1,033",2008
145,T150,Carl Pettersson,110,59.87,919,"1,535",2008
146,146,Ian Poulter,51,59.77,410,686,2008
147,148,Ryuji Imada,80,59.64,665,"1,115",2008
148,169,Tommy Gainey,60,59.53,431,724,2008
149,T150,Nathan Green,95,59.5,786,"1,321",2008
T150,T152,Aaron Baddeley,76,59.45,610,"1,026",2008
T150,T152,Vijay Singh,82,59.45,651,"1,095",2008
152,149,George McNeill,97,59.42,804,"1,353",2008
153,154,Sergio Garcia,72,59.39,582,980,2008
154,155,Padraig Harrington,52,59.37,415,699,2008
155,156,Billy Andrade,71,59.35,552,930,2008
156,158,Chad Collins,72,58.98,542,919,2008
157,157,Parker McLachlin,88,58.84,689,"1,171",2008
158,165,Jon Mills,95,58.38,707,"1,211",2008
159,159,Anthony Kim,81,58.34,661,"1,133",2008
160,168,Mark Hensby,71,58.32,578,991,2008
161,161,Steve Allan,58,58.25,406,697,2008
162,166,Davis Love III,78,58.22,634,"1,089",2008
163,160,Carlos Franco,73,58.2,543,933,2008
164,162,Stuart Appleby,87,58.19,682,"1,172",2008
165,163,Geoff Ogilvy,65,58.18,519,892,2008
166,164,Camilo Villegas,79,58.15,635,"1,092",2008
167,167,Brad Adamonis,87,58.1,671,"1,155",2008
168,170,Tag Ridings,88,58.08,712,"1,226",2008
T169,171,Fred Couples,60,57.49,480,835,2008
T169,175,Brenden Pappas,66,57.49,480,835,2008
171,173,Cody Freeman,66,57.18,494,864,2008
172,172,Shigeki Maruyama,50,57.14,356,623,2008
173,174,Ernie Els,51,56.88,397,698,2008
174,177,Retief Goosen,59,56.79,460,810,2008
175,176,Charles Howell III,101,56.78,787,"1,386",2008
176,178,Eric Axley,113,56.39,856,"1,518",2008
177,180,Brandt Jobe,52,56.35,408,724,2008
178,181,Steve Stricker,75,56.25,567,"1,008",2008
179,183,Robert Garrigus,90,56.23,704,"1,252",2008
180,179,Brett Rumford,72,56.04,529,944,2008
T181,182,Stewart Cink,87,55.27,624,"1,129",2008
T181,184,Phil Mickelson,80,55.27,603,"1,091",2008
183,186,Bubba Watson,97,55.16,732,"1,327",2008
184,185,Jason Allred,63,55.05,436,792,2008
185,188,Adam Scott,51,54.66,375,686,2008
186,187,Matt Jones,95,54.5,691,"1,268",2008
187,190,Jeff Overton,103,54.31,750,"1,381",2008
188,189,Richard Johnson,77,53.74,561,"1,044",2008
189,193,James Driscoll,85,53.51,587,"1,097",2008
190,195,Travis Perkins,53,53.44,350,655,2008
191,191,Dustin Johnson,92,53.05,679,"1,280",2008
192,194,Andres Romero,69,52.83,495,937,2008
193,192,Jimmy Walker,73,52.82,478,905,2008
194,196,Daniel Chopra,84,52.76,612,"1,160",2008
195,197,J.B. Holmes,86,52.4,622,"1,187",2008
196,198,Ángel Cabrera,55,51.11,367,718,2008
197,199,David Duval,51,49.01,348,710,2008
1,1,José Coceres,50,75.47,486,644,2007
2,2,Fred Funk,65,75.26,642,853,2007
3,3,Jim Furyk,84,74.37,859,"1,155",2007
4,6,Michael Boyd,61,74.34,594,799,2007
5,4,Joe Durant,88,73.71,903,"1,225",2007
6,8,Heath Slocum,101,73.28,"1,031","1,407",2007
7,5,Craig Bowden,78,73.07,776,"1,062",2007
8,7,Zach Johnson,76,73.05,767,"1,050",2007
9,12,Brian Gay,107,72.9,"1,049","1,439",2007
10,9,Mark Brooks,53,72.81,498,684,2007
11,11,Doug LaBelle II,104,72.78,"1,016","1,396",2007
12,10,Jay Williamson,50,72.57,508,700,2007
13,13,Brian Davis,101,71.96,"1,019","1,416",2007
14,14,Steve Elkington,87,71.84,829,"1,154",2007
15,15,Tom Byrum,50,71.75,480,669,2007
16,17,Scott Verplank,82,71.42,812,"1,137",2007
17,16,Chris Riley,59,71.39,549,769,2007
18,22,Billy Mayfair,98,70.7,965,"1,365",2007
19,18,Bart Bryant,87,70.66,850,"1,203",2007
20,24,Glen Day,85,70.42,795,"1,129",2007
21,19,Kirk Triplett,77,70.39,756,"1,074",2007
22,20,Ryan Armour,107,70.31,"1,011","1,438",2007
23,23,Gavin Coles,87,70.27,813,"1,157",2007
24,21,Tommy Armour III,81,70.17,755,"1,076",2007
25,26,Justin Leonard,95,70.05,933,"1,332",2007
26,25,John Mallinger,96,69.91,934,"1,336",2007
27,31,Robert Gamez,88,69.28,812,"1,172",2007
28,27,Tim Clark,66,68.95,615,892,2007
29,29,Paul Goydos,60,68.83,563,818,2007
30,30,Corey Pavin,81,68.82,779,"1,132",2007
31,28,Jaco Van Zyl,51,68.61,470,685,2007
32,33,Kent Jones,97,68.46,927,"1,354",2007
33,32,Darron Stiles,65,68.35,583,853,2007
34,37,Jerry Kelly,101,68.28,930,"1,362",2007
35,34,Luke Donald,69,68.15,644,945,2007
36,35,Alex Cejka,80,68.08,740,"1,087",2007
37,36,Hunter Mahan,91,68.05,867,"1,274",2007
38,39,Rocco Mediate,72,67.76,681,"1,005",2007
39,42,Shaun Micheel,91,67.72,835,"1,233",2007
40,38,Cameron Beckman,96,67.7,870,"1,285",2007
41,41,Ken Duke,112,67.5,"1,057","1,566",2007
42,43,Daisuke Maruyama,86,67.42,772,"1,145",2007
43,46,Ben Curtis,80,67.37,762,"1,131",2007
44,45,Mathew Goggin,97,67.36,910,"1,351",2007
45,40,Jim Rutledge,59,67.27,518,770,2007
46,44,Mark Wilson,87,67.1,773,"1,152",2007
47,48,Stephen Ames,81,67.07,727,"1,084",2007
48,47,Anders Hansen,55,66.95,480,717,2007
49,50,Tom Pernice Jr.,104,66.83,973,"1,456",2007
50,52,Charles Warren,101,66.81,942,"1,410",2007
51,49,Peter Lonard,85,66.7,753,"1,129",2007
52,53,Charlie Wi,90,66.59,817,"1,227",2007
53,51,Chris Stroud,66,66.56,597,897,2007
54,61,Steve Wheatcroft,73,66.29,639,964,2007
55,59,Briny Baird,115,66.24,"1,026","1,549",2007
56,62,Matt Kuchar,85,66.2,752,"1,136",2007
57,60,Jeff Brehaut,59,66.04,525,795,2007
58,57,Jeff Quinney,95,65.99,877,"1,329",2007
59,65,Craig Kanada,109,65.96,967,"1,466",2007
60,56,John Senden,97,65.91,897,"1,361",2007
61,58,Stephen Leaney,82,65.82,751,"1,141",2007
62,T54,David Branshaw,83,65.74,760,"1,156",2007
63,66,Jeff Maggert,79,65.73,727,"1,106",2007
64,68,Jeff Gove,103,65.67,943,"1,436",2007
65,63,Frank Lickliter II,95,65.64,871,"1,327",2007
66,64,Richard Johnson,93,65.56,830,"1,266",2007
67,T54,Paul Gow,70,65.51,604,922,2007
68,67,D.J. Trahan,99,65.36,902,"1,380",2007
69,73,Joey Sindelar,75,65.29,681,"1,043",2007
70,70,Bob Estes,88,65.28,803,"1,230",2007
71,79,Rich Beem,89,65.25,815,"1,249",2007
72,69,Jason Bohn,57,65.2,517,793,2007
73,72,Mark Calcavecchia,93,65.09,811,"1,246",2007
74,71,Duffy Waldorf,69,64.88,628,968,2007
T75,T75,David Toms,80,64.85,703,"1,084",2007
T75,T75,Trevor Immelman,74,64.85,620,956,2007
77,77,John Rollins,102,64.81,917,"1,415",2007
78,83,Bob Heintz,85,64.74,729,"1,126",2007
T79,T92,Sean O'Hair,98,64.71,891,"1,377",2007
T79,78,K.J. Choi,87,64.71,772,"1,193",2007
81,90,Boo Weekley,101,64.65,878,"1,358",2007
82,80,Kenny Perry,83,64.61,745,"1,153",2007
83,82,Tom Johnson,74,64.57,647,"1,002",2007
84,74,Tripp Isenhour,86,64.37,737,"1,145",2007
T85,84,Ted Purdy,102,64.31,881,"1,370",2007
T85,86,Michael Allen,74,64.31,627,975,2007
87,T98,Vaughn Taylor,91,64.2,780,"1,215",2007
88,81,Johnson Wagner,97,64.18,869,"1,354",2007
89,89,Lucas Glover,98,64.14,873,"1,361",2007
90,96,Greg Owen,81,64.08,710,"1,108",2007
91,91,Tom Lehman,62,64.01,555,867,2007
T92,T98,Ryan Moore,92,64,823,"1,286",2007
T92,85,Dean Wilson,92,64,823,"1,286",2007
94,87,J.J. Henry,86,63.96,763,"1,193",2007
95,88,Justin Rose,63,63.93,530,829,2007
96,T92,Mike Weir,82,63.82,725,"1,136",2007
97,95,Steve Stricker,81,63.73,715,"1,122",2007
98,94,Jeff Overton,60,63.66,515,809,2007
99,108,Freddie Jacobson,70,63.62,626,984,2007
100,97,Steve Flesch,100,63.56,888,"1,397",2007
101,100,Mark Hensby,81,63.45,717,"1,130",2007
T102,T102,Rod Pampling,92,63.33,803,"1,268",2007
T102,112,Steve Lowery,74,63.33,658,"1,039",2007
T102,T102,Jason Gore,86,63.33,760,"1,200",2007
105,101,Woody Austin,95,63.32,839,"1,325",2007
