RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,PCT GREENS IN REGULATION,GREENS HIT,# HOLES,RELATIVE/PAR,YEAR
22,30,Luke Donald,67,68.43,739,"1,080",-0.24,2005
23,22,Heath Slocum,103,68.35,"1,218","1,782",-0.25,2005
24,23,Brett Wetterich,76,68.32,910,"1,332",-0.27,2005
25,24,Fred Couples,72,68.3,836,"1,224",-0.26,2005
26,25,Tommy Armour III,103,68.18,"1,264","1,854",-0.23,2005
27,26,David Hearn,68,68.14,834,"1,224",-0.23,2005
28,27,Richard Johnson,50,68.11,613,900,-0.27,2005
29,28,Justin Rose,99,68.07,"1,164","1,710",-0.25,2005
30,29,John Senden,101,68.01,"1,212","1,782",-0.27,2005
31,T31,D.J. Trahan,81,67.89,941,"1,386",-0.26,2005
32,33,Glen Hnatiuk,59,67.88,672,990,-0.22,2005
33,35,Scott Gutschewski,86,67.62,998,"1,476",-0.29,2005
34,36,Tom Lehman,69,67.58,815,"1,206",-0.23,2005
35,T31,Lucas Glover,88,67.51,"1,045","1,548",-0.27,2005
36,38,Bob Tway,87,67.47,"1,008","1,494",-0.26,2005
37,39,Marco Dawson,82,67.41,995,"1,476",-0.27,2005
38,37,Retief Goosen,71,67.4,740,"1,098",-0.29,2005
39,34,David Toms,87,67.39,934,"1,386",-0.3,2005
40,40,Adam Scott,72,67.24,823,"1,224",-0.26,2005
41,45,Sean O'Hair,103,67.23,"1,198","1,782",-0.25,2005
42,41,Steve Elkington,67,67.16,810,"1,206",-0.23,2005
43,42,Greg Owen,84,67.15,967,"1,440",-0.25,2005
44,43,Kevin Sutherland,89,67.11,"1,051","1,566",-0.25,2005
45,44,Jeff Sluman,94,67.02,"1,134","1,692",-0.25,2005
46,46,Doug Barron,70,66.9,843,"1,260",-0.26,2005
47,47,Phil Mickelson,81,66.89,891,"1,332",-0.32,2005
T48,48,Hidemichi Tanaka,106,66.88,"1,228","1,836",-0.25,2005
T48,62,Stuart Appleby,84,66.88,963,"1,440",-0.25,2005
50,49,Arron Oberholser,65,66.84,758,"1,134",-0.25,2005
51,50,Davis Love III,80,66.81,902,"1,350",-0.27,2005
52,51,Hunter Mahan,103,66.72,"1,213","1,818",-0.27,2005
T53,T52,Zach Johnson,96,66.67,"1,140","1,710",-0.27,2005
T53,T52,Craig Barlow,81,66.67,924,"1,386",-0.27,2005
T53,T52,Brendan Jones,81,66.67,948,"1,422",-0.24,2005
T53,T52,Geoff Ogilvy,97,66.67,"1,116","1,674",-0.29,2005
T53,T52,Jonathan Kaye,77,66.67,888,"1,332",-0.26,2005
58,57,Harrison Frazar,105,66.56,"1,210","1,818",-0.31,2005
59,58,Omar Uresti,84,66.53,"1,006","1,512",-0.24,2005
60,59,Darron Stiles,78,66.52,910,"1,368",-0.26,2005
T61,68,Scott Verplank,87,66.47,"1,029","1,548",-0.3,2005
T61,T60,Dudley Hart,84,66.47,"1,005","1,512",-0.27,2005
T61,T60,Stephen Leaney,89,66.47,"1,029","1,548",-0.24,2005
64,64,Duffy Waldorf,86,66.4,980,"1,476",-0.26,2005
65,65,Carlos Franco,78,66.3,907,"1,368",-0.24,2005
66,66,Tjaart van der Walt,56,66.27,668,"1,008",-0.23,2005
67,67,Mario Tiziani,67,66.24,775,"1,170",-0.25,2005
T68,63,Fred Funk,102,66.17,"1,203","1,818",-0.21,2005
T68,69,Nick Watney,91,66.17,"1,060","1,602",-0.28,2005
70,70,Jerry Kelly,101,66.16,"1,179","1,782",-0.24,2005
71,74,Charles Howell III,95,66.11,"1,071","1,620",-0.26,2005
72,71,J.L. Lewis,98,66.1,"1,166","1,764",-0.25,2005
73,72,Carl Pettersson,109,66.08,"1,249","1,890",-0.27,2005
74,73,Jason Bohn,91,66.06,"1,082","1,638",-0.28,2005
75,75,Mark Wilson,74,65.87,830,"1,260",-0.26,2005
76,85,Mark Calcavecchia,92,65.86,"1,067","1,620",-0.27,2005
77,76,Stewart Cink,98,65.74,"1,065","1,620",-0.28,2005
78,77,John Rollins,97,65.73,"1,124","1,710",-0.27,2005
79,78,Brian Davis,75,65.7,887,"1,350",-0.25,2005
80,79,Vaughn Taylor,99,65.66,"1,170","1,782",-0.28,2005
81,80,Dean Wilson,86,65.63,"1,016","1,548",-0.28,2005
82,81,Rod Pampling,89,65.61,992,"1,512",-0.26,2005
83,82,Frank Lickliter II,100,65.57,"1,133","1,728",-0.27,2005
84,84,Jeff Maggert,79,65.54,873,"1,332",-0.25,2005
85,86,Brandt Jobe,96,65.52,"1,085","1,656",-0.27,2005
86,87,Kent Jones,99,65.46,"1,143","1,746",-0.27,2005
87,88,Rocco Mediate,73,65.45,860,"1,314",-0.24,2005
88,89,Shigeki Maruyama,99,65.42,"1,154","1,764",-0.27,2005
T89,T90,Loren Roberts,54,65.41,624,954,-0.25,2005
T89,T90,José María Olazábal,55,65.41,624,954,-0.28,2005
T89,T90,Ryan Palmer,101,65.41,"1,142","1,746",-0.3,2005
92,94,Neal Lancaster,95,65.38,"1,118","1,710",-0.27,2005
93,95,Will MacKenzie,75,65.37,859,"1,314",-0.25,2005
94,T90,Justin Leonard,78,65.33,882,"1,350",-0.27,2005
95,96,Alex Cejka,84,65.29,952,"1,458",-0.22,2005
96,83,Tim Herron,100,65.26,"1,163","1,782",-0.29,2005
97,97,Tag Ridings,93,65.08,"1,066","1,638",-0.32,2005
T98,98,Phillip Price,77,65.07,855,"1,314",-0.28,2005
T98,102,Ted Purdy,122,65.07,"1,429","2,196",-0.25,2005
100,99,Shaun Micheel,81,65.05,925,"1,422",-0.24,2005
101,100,Bernhard Langer,67,65.01,784,"1,206",-0.24,2005
102,101,Tim Petrovic,97,64.99,"1,088","1,674",-0.25,2005
T103,T103,Mathias Grönberg,60,64.94,678,"1,044",-0.24,2005
T103,T103,D.A. Points,94,64.94,"1,052","1,620",-0.25,2005
105,105,Tom Byrum,83,64.93,970,"1,494",-0.22,2005
106,106,Arjun Atwal,65,64.87,759,"1,170",-0.33,2005
107,108,Bradley Hughes,52,64.85,607,936,-0.21,2005
108,109,Brenden Pappas,51,64.81,595,918,-0.34,2005
109,110,Cameron Beckman,96,64.79,"1,073","1,656",-0.26,2005
110,111,Paul Claxton,79,64.77,921,"1,422",-0.22,2005
111,112,Michael Long,72,64.76,816,"1,260",-0.24,2005
112,113,Brett Quigley,96,64.73,"1,072","1,656",-0.27,2005
113,114,Steve Lowery,100,64.7,"1,118","1,728",-0.29,2005
114,115,Bob Estes,92,64.67,"1,071","1,656",-0.27,2005
115,116,Jonathan Byrd,103,64.65,"1,152","1,782",-0.27,2005
116,117,Kevin Stadler,96,64.61,"1,070","1,656",-0.3,2005
117,118,Brian Bateman,98,64.6,"1,093","1,692",-0.27,2005
118,119,Bill Glasson,54,64.42,603,936,-0.22,2005
119,120,Robert Gamez,91,64.41,"1,055","1,638",-0.27,2005
120,121,Woody Austin,100,64.39,"1,159","1,800",-0.28,2005
121,122,Kirk Triplett,55,64.32,602,936,-0.26,2005
122,123,Peter Lonard,85,64.29,972,"1,512",-0.25,2005
123,107,Tim Clark,92,64.24,"1,006","1,566",-0.31,2005
124,T124,K.J. Choi,78,64.16,843,"1,314",-0.26,2005
T125,T124,Chris DiMarco,83,64.15,866,"1,350",-0.28,2005
T125,126,Tom Gillis,77,64.15,866,"1,350",-0.25,2005
127,127,Ryuji Imada,78,64.1,900,"1,404",-0.27,2005
T128,T128,Steve Allan,102,64.06,"1,130","1,764",-0.24,2005
T128,T128,Hunter Haas,83,64.06,911,"1,422",-0.29,2005
130,130,John Huston,90,64.02,991,"1,548",-0.29,2005
131,131,Lee Janzen,75,64,841,"1,314",-0.25,2005
132,132,Billy Andrade,83,63.92,955,"1,494",-0.28,2005
T133,T133,John Cook,72,63.89,805,"1,260",-0.25,2005
T133,T133,Danny Briggs,70,63.89,782,"1,224",-0.21,2005
T133,T133,Daniel Chopra,108,63.89,"1,196","1,872",-0.27,2005
T133,T133,Lee Westwood,50,63.89,552,864,-0.24,2005
137,137,Robert Damron,89,63.86,"1,023","1,602",-0.24,2005
138,138,D.J. Brigman,76,63.81,827,"1,296",-0.21,2005
139,139,Pat Perez,89,63.8,"1,022","1,602",-0.25,2005
140,140,Todd Hamilton,94,63.68,"1,043","1,638",-0.26,2005
141,141,Brent Geiberger,61,63.47,674,"1,062",-0.25,2005
142,142,Jay Williamson,53,63.42,605,954,-0.27,2005
143,143,Rich Beem,66,63.35,707,"1,116",-0.21,2005
144,144,Patrick Sheehan,114,63.23,"1,252","1,980",-0.27,2005
145,145,James Driscoll,73,63.22,808,"1,278",-0.26,2005
146,146,Scott Hend,75,63.17,830,"1,314",-0.25,2005
147,147,Scott McCarron,78,62.99,839,"1,332",-0.27,2005
148,148,Steve Flesch,90,62.94,963,"1,530",-0.23,2005
149,149,Mark Hensby,70,62.91,770,"1,224",-0.29,2005
150,150,Matt Kuchar,60,62.87,679,"1,080",-0.23,2005
151,151,Tom Pernice Jr.,111,62.82,"1,210","1,926",-0.27,2005
152,152,John Daly,78,62.79,859,"1,368",-0.28,2005
153,154,Skip Kendall,80,62.75,881,"1,404",-0.22,2005
154,,Padraig Harrington,50,62.73,542,864,-0.26,2005
155,155,J.P. Hayes,63,62.61,710,"1,134",-0.27,2005
156,156,Michael Allen,90,62.59,"1,014","1,620",-0.27,2005
157,157,Corey Pavin,77,62.56,822,"1,314",-0.26,2005
158,158,Franklin Langham,91,62.52,979,"1,566",-0.22,2005
159,159,Matt Gogel,78,62.5,855,"1,368",-0.26,2005
160,160,Jeff Hart,63,62.48,686,"1,098",-0.19,2005
161,153,Ben Crane,78,62.39,831,"1,332",-0.32,2005
162,161,Brian Gay,101,62.29,"1,110","1,782",-0.26,2005
163,162,Freddie Jacobson,72,62.28,796,"1,278",-0.27,2005
164,163,Dennis Paulson,63,62.26,706,"1,134",-0.23,2005
T165,T164,Gavin Coles,70,62.22,784,"1,260",-0.26,2005
T165,T164,Larry Mize,54,62.22,560,900,-0.22,2005
T167,T166,Brad Faxon,75,62.05,793,"1,278",-0.29,2005
T167,T166,Craig Perks,67,62.05,726,"1,170",-0.22,2005
169,168,Stephen Ames,82,62.03,882,"1,422",-0.25,2005
170,169,Paul Gow,78,62.01,826,"1,332",-0.23,2005
171,170,Mike Weir,71,61.95,736,"1,188",-0.22,2005
T172,T171,Joe Ogilvie,103,61.9,"1,103","1,782",-0.3,2005
T172,T171,Ian Poulter,62,61.9,624,"1,008",-0.25,2005
174,173,Glen Day,80,61.89,869,"1,404",-0.26,2005
175,174,Ben Curtis,65,61.88,724,"1,170",-0.23,2005
T176,T175,Jay Haas,54,61.76,567,918,-0.24,2005
T176,T175,Jim Carter,62,61.76,667,"1,080",-0.18,2005
178,177,Hank Kuehne,84,61.39,884,"1,440",-0.28,2005
179,178,Thomas Levet,54,61.32,585,954,-0.19,2005
180,179,Steve Stricker,62,61.29,684,"1,116",-0.32,2005
181,180,Todd Fischer,99,61.23,"1,069","1,746",-0.28,2005
182,181,Steve Jones,56,61.21,595,972,-0.19,2005
T183,T182,Andrew Magee,82,61.11,858,"1,404",-0.26,2005
T183,T182,Jesper Parnevik,84,61.11,902,"1,476",-0.29,2005
T185,T184,Justin Bolli,65,61.02,692,"1,134",-0.26,2005
T185,T184,Chris Anderson,66,61.02,681,"1,116",-0.27,2005
187,186,Hideto Tanihara,50,61,527,864,-0.22,2005
188,187,Rory Sabbatini,81,60.97,856,"1,404",-0.25,2005
189,188,Bob Heintz,67,60.95,735,"1,206",-0.32,2005
190,189,Paul Azinger,66,60.94,724,"1,188",-0.28,2005
191,190,Aaron Baddeley,84,60.84,898,"1,476",-0.32,2005
192,191,Matt Davidson,53,60.59,578,954,-0.21,2005
193,192,José Coceres,56,60.49,588,972,-0.23,2005
194,193,Kevin Na,88,60.34,934,"1,548",-0.26,2005
195,194,Charlie Wi,67,60,702,"1,170",-0.28,2005
196,195,Mark O'Meara,66,59.76,710,"1,188",-0.24,2005
197,196,Mark Brooks,72,59.72,774,"1,296",-0.22,2005
198,197,Jason Allred,75,59.51,782,"1,314",-0.24,2005
199,198,Chris Riley,67,59.38,684,"1,152",-0.21,2005
T200,T199,John Elliott,58,59.23,597,"1,008",-0.25,2005
T200,T199,Rob Rashell,65,59.23,693,"1,170",-0.23,2005
202,201,Len Mattiace,86,55.49,839,"1,512",-0.24,2005
1,2,Joe Durant,85,73.27,"1,121","1,530",-0.23,2004
2,1,Vijay Singh,112,73.03,"1,446","1,980",-0.31,2004
3,3,Tom Lehman,70,71.38,848,"1,188",-0.27,2004
4,4,Sergio Garcia,65,70.83,816,"1,152",-0.25,2004
5,5,Briny Baird,100,70.62,"1,233","1,746",-0.26,2004
6,6,John Senden,99,70.54,"1,219","1,728",-0.26,2004
7,7,Chris Smith,105,70.37,"1,330","1,890",-0.25,2004
8,8,Robert Allenby,93,70.33,"1,114","1,584",-0.24,2004
9,9,Duffy Waldorf,79,69.94,919,"1,314",-0.27,2004
10,10,Phil Mickelson,83,69.55,989,"1,422",-0.29,2004
11,11,Luke Donald,72,69.37,899,"1,296",-0.23,2004
12,12,Olin Browne,92,68.94,"1,092","1,584",-0.25,2004
13,13,Bart Bryant,73,68.92,856,"1,242",-0.25,2004
14,14,Mark Wilson,62,68.91,769,"1,116",-0.24,2004
15,15,Jeff Sluman,98,68.79,"1,201","1,746",-0.25,2004
16,T16,John Huston,62,68.75,693,"1,008",-0.23,2004
17,27,Retief Goosen,56,68.69,680,990,-0.31,2004
18,T16,Kenny Perry,79,68.64,939,"1,368",-0.27,2004
19,18,Scott Hoch,52,68.63,630,918,-0.24,2004
20,22,Scott Verplank,92,68.5,"1,122","1,638",-0.29,2004
21,25,David Toms,80,68.47,912,"1,332",-0.27,2004
22,21,Carlos Franco,99,68.46,"1,220","1,782",-0.25,2004
23,20,Vaughn Taylor,84,68.43,"1,010","1,476",-0.29,2004
24,19,Stephen Ames,97,68.42,"1,170","1,710",-0.29,2004
25,23,Woody Austin,94,68.14,"1,153","1,692",-0.27,2004
26,24,Danny Briggs,85,68.11,993,"1,458",-0.24,2004
27,26,Roland Thatcher,66,68.01,808,"1,188",-0.23,2004
28,36,Jerry Kelly,113,67.99,"1,334","1,962",-0.27,2004
29,34,Zach Johnson,109,67.86,"1,307","1,926",-0.27,2004
30,28,Lee Janzen,84,67.82,"1,001","1,476",-0.25,2004
31,29,Chad Campbell,100,67.74,"1,134","1,674",-0.24,2004
32,30,Bo Van Pelt,107,67.68,"1,267","1,872",-0.28,2004
33,31,Justin Rose,77,67.67,877,"1,296",-0.27,2004
T34,T32,Craig Barlow,80,67.66,950,"1,404",-0.27,2004
T34,T32,Kirk Triplett,88,67.66,"1,023","1,512",-0.28,2004
36,35,Joey Sindelar,100,67.63,"1,193","1,764",-0.24,2004
37,37,Jeff Maggert,60,67.5,729,"1,080",-0.25,2004
38,38,Lucas Glover,95,67.46,"1,105","1,638",-0.27,2004
39,39,Kent Jones,99,67.41,"1,177","1,746",-0.27,2004
40,40,Ted Purdy,114,67.36,"1,358","2,016",-0.28,2004
41,42,Heath Slocum,92,67.1,"1,087","1,620",-0.24,2004
42,43,John Riegger,53,67.09,640,954,-0.26,2004
43,41,Chris DiMarco,105,67.06,"1,183","1,764",-0.27,2004
44,44,Arron Oberholser,77,67.05,881,"1,314",-0.26,2004
45,45,Cameron Beckman,99,67.01,"1,158","1,728",-0.27,2004
46,46,Shaun Micheel,93,66.97,"1,097","1,638",-0.24,2004
47,53,Jay Haas,84,66.95,952,"1,422",-0.27,2004
48,58,Tiger Woods,78,66.9,867,"1,296",-0.34,2004
49,47,Geoff Ogilvy,91,66.86,"1,047","1,566",-0.32,2004
T50,T48,Tom Pernice Jr.,103,66.84,"1,191","1,782",-0.26,2004
T50,T48,Jason Bohn,98,66.84,"1,143","1,710",-0.29,2004
52,50,Steve Allan,102,66.78,"1,190","1,782",-0.26,2004
53,51,Russ Cochran,61,66.76,733,"1,098",-0.22,2004
T54,T54,Loren Roberts,81,66.6,947,"1,422",-0.28,2004
T54,T54,Brian Bateman,84,66.6,959,"1,440",-0.28,2004
56,56,J.J. Henry,103,66.56,"1,234","1,854",-0.25,2004
57,57,Jonathan Kaye,79,66.52,910,"1,368",-0.24,2004
T58,T59,John Cook,57,66.46,634,954,-0.23,2004
T58,T59,J.L. Lewis,106,66.46,"1,268","1,908",-0.27,2004
60,63,John Daly,79,66.39,944,"1,422",-0.32,2004
61,52,Stewart Cink,103,66.38,"1,159","1,746",-0.3,2004
62,64,Fred Couples,54,66.35,621,936,-0.26,2004
63,65,Pat Bates,99,66.27,"1,157","1,746",-0.22,2004
64,66,Jeff Brehaut,106,66.24,"1,240","1,872",-0.23,2004
65,67,David Branshaw,84,66.19,977,"1,476",-0.24,2004
T66,T68,Notah Begay III,71,66.17,798,"1,206",-0.26,2004
T66,T68,Pat Perez,102,66.17,"1,191","1,800",-0.26,2004
T66,T68,Jason Dufner,79,66.17,941,"1,422",-0.26,2004
69,71,Rod Pampling,98,66.13,"1,119","1,692",-0.29,2004
70,72,Steve Elkington,64,66.12,726,"1,098",-0.24,2004
71,73,Hidemichi Tanaka,89,66.1,"1,059","1,602",-0.24,2004
72,74,Jesper Parnevik,86,66.09,"1,023","1,548",-0.28,2004
73,75,Justin Leonard,90,66.08,"1,011","1,530",-0.26,2004
74,76,Charles Howell III,104,66.06,"1,201","1,818",-0.24,2004
75,77,Billy Mayfair,109,66.03,"1,248","1,890",-0.21,2004
76,79,Neal Lancaster,106,65.86,"1,221","1,854",-0.26,2004
77,78,K.J. Choi,83,65.85,972,"1,476",-0.26,2004
78,80,Brett Quigley,102,65.82,"1,161","1,764",-0.26,2004
79,81,Tim Clark,84,65.81,995,"1,512",-0.26,2004
80,82,D.J. Brigman,79,65.79,900,"1,368",-0.23,2004
81,T84,Steve Flesch,109,65.77,"1,243","1,890",-0.27,2004
82,83,Robert Gamez,103,65.75,"1,219","1,854",-0.27,2004
83,88,Ernie Els,62,65.61,685,"1,044",-0.32,2004
84,T61,Adam Scott,55,65.6,614,936,-0.3,2004
85,T84,Brent Geiberger,94,65.57,"1,074","1,638",-0.27,2004
T86,86,Rocco Mediate,53,65.51,566,864,-0.24,2004
T86,93,Fred Funk,97,65.51,"1,132","1,728",-0.26,2004
88,87,Ryan Palmer,103,65.5,"1,179","1,800",-0.28,2004
89,89,Jay Williamson,100,65.42,"1,154","1,764",-0.25,2004
90,90,Scott McCarron,88,65.37,"1,012","1,548",-0.28,2004
T91,T91,Dudley Hart,60,65.33,682,"1,044",-0.25,2004
T91,T91,Matt Kuchar,83,65.33,976,"1,494",-0.24,2004
93,94,Bernhard Langer,59,65.25,646,990,-0.24,2004
94,95,Harrison Frazar,86,65.24,963,"1,476",-0.32,2004
95,107,Mike Weir,75,65.14,856,"1,314",-0.28,2004
96,96,Tim Herron,84,65.13,973,"1,494",-0.25,2004
97,99,Stuart Appleby,84,65.1,914,"1,404",-0.28,2004
98,97,Tommy Armour III,87,65.07,"1,019","1,566",-0.24,2004
99,98,Steve Pate,71,65.06,808,"1,242",-0.24,2004
100,108,Rory Sabbatini,89,64.92,"1,005","1,548",-0.25,2004
101,100,Patrick Sheehan,113,64.91,"1,297","1,998",-0.27,2004
102,101,Spike McRoy,93,64.9,"1,063","1,638",-0.22,2004
103,102,Mark Calcavecchia,79,64.89,911,"1,404",-0.27,2004
104,103,Stephen Leaney,84,64.81,875,"1,350",-0.22,2004
105,104,Frank Lickliter II,89,64.79,"1,003","1,548",-0.28,2004
106,105,Bob Tway,90,64.77,991,"1,530",-0.23,2004
107,106,Kevin Na,100,64.7,"1,118","1,728",-0.25,2004
T108,109,Carl Pettersson,100,64.55,"1,127","1,746",-0.31,2004
T108,112,Shigeki Maruyama,93,64.55,"1,069","1,656",-0.29,2004
110,110,Jay Delsing,76,64.54,848,"1,314",-0.25,2004
111,111,Richard Johnson,102,64.49,"1,184","1,836",-0.27,2004
112,113,Rich Barcelo,67,64.44,754,"1,170",-0.23,2004
113,114,Freddie Jacobson,83,64.38,927,"1,440",-0.3,2004
114,115,Billy Andrade,104,64.37,"1,205","1,872",-0.26,2004
115,116,Michael Allen,87,64.25,983,"1,530",-0.28,2004
T116,T117,Tag Ridings,53,64.22,578,900,-0.29,2004
T116,T117,Davis Love III,85,64.22,867,"1,350",-0.29,2004
118,119,Ben Crane,92,64.19,"1,063","1,656",-0.29,2004
119,120,Bob Estes,73,64.16,820,"1,278",-0.27,2004
120,T132,Darren Clarke,54,64,553,864,-0.3,2004
121,121,David Peoples,82,63.96,921,"1,440",-0.25,2004
122,122,Daniel Chopra,108,63.94,"1,220","1,908",-0.3,2004
123,123,Steve Lowery,91,63.92,"1,024","1,602",-0.28,2004
124,124,Todd Fischer,104,63.89,"1,173","1,836",-0.26,2004
125,125,Danny Ellis,81,63.85,885,"1,386",-0.28,2004
126,126,Robert Damron,92,63.83,"1,057","1,656",-0.24,2004
127,127,Alex Cejka,76,63.81,804,"1,260",-0.25,2004
128,128,David Frost,78,63.75,895,"1,404",-0.22,2004
129,129,Rich Beem,81,63.71,883,"1,386",-0.24,2004
T130,T130,Hunter Mahan,94,63.65,"1,077","1,692",-0.27,2004
T130,T130,Tom Byrum,83,63.65,951,"1,494",-0.25,2004
132,T132,Grant Waite,79,63.64,882,"1,386",-0.24,2004
133,134,J.P. Hayes,79,63.63,859,"1,350",-0.25,2004
134,135,Blaine McCallister,68,63.56,778,"1,224",-0.22,2004
135,136,Kevin Sutherland,86,63.51,926,"1,458",-0.24,2004
136,137,Tim Petrovic,111,63.45,"1,222","1,926",-0.26,2004
137,138,Deane Pappas,72,63.41,799,"1,260",-0.27,2004
138,139,Ben Curtis,56,63.35,593,936,-0.21,2004
139,140,Tripp Isenhour,55,63.31,604,954,-0.24,2004
140,141,José Coceres,68,63.28,729,"1,152",-0.27,2004
141,T142,Mark Hensby,97,63.26,"1,059","1,674",-0.3,2004
142,T142,Matt Gogel,86,63.23,956,"1,512",-0.28,2004
143,144,Roger Tambellini,81,63.18,887,"1,404",-0.25,2004
144,146,Mathias Grönberg,91,63.15,989,"1,566",-0.24,2004
145,147,Joe Ogilvie,104,63.07,"1,158","1,836",-0.28,2004
146,148,Dan Forsman,79,63.06,874,"1,386",-0.22,2004
T147,T149,Paul Azinger,75,63.04,851,"1,350",-0.3,2004
T147,T149,Craig Perks,75,63.04,817,"1,296",-0.23,2004
149,151,Andre Stolz,53,63,601,954,-0.25,2004
150,152,Dennis Paulson,71,62.99,805,"1,278",-0.28,2004
151,153,Brenden Pappas,111,62.96,"1,224","1,944",-0.29,2004
152,154,Craig Bowden,83,62.92,940,"1,494",-0.24,2004
T153,T155,Tom Carter,113,62.88,"1,245","1,980",-0.25,2004
T153,T155,Peter Lonard,68,62.88,747,"1,188",-0.21,2004
155,157,Hank Kuehne,91,62.86,"1,007","1,602",-0.29,2004
156,158,Mike Heinen,53,62.79,599,954,-0.28,2004
157,145,Todd Hamilton,92,62.69,993,"1,584",-0.25,2004
158,159,Skip Kendall,99,62.68,"1,117","1,782",-0.25,2004
159,160,Scott Hend,81,62.66,891,"1,422",-0.27,2004
T160,T161,Omar Uresti,85,62.61,958,"1,530",-0.22,2004
T160,T161,Dicky Pride,66,62.61,710,"1,134",-0.2,2004
162,163,John Rollins,90,62.55,957,"1,530",-0.26,2004
163,164,Arjun Atwal,85,62.52,934,"1,494",-0.27,2004
164,165,José María Olazábal,56,62.5,585,936,-0.27,2004
165,166,Chris Riley,78,62.46,832,"1,332",-0.25,2004
166,167,Mark O'Meara,58,62.45,652,"1,044",-0.25,2004
167,168,Bob Burns,88,62.27,964,"1,548",-0.25,2004
168,169,Corey Pavin,83,62.1,883,"1,422",-0.27,2004
169,170,Scott Simpson,55,62.02,614,990,-0.22,2004
170,171,Brian Kortan,65,62.01,692,"1,116",-0.2,2004
171,172,Gene Sauers,83,62,904,"1,458",-0.25,2004
172,173,Kris Cox,73,61.97,792,"1,278",-0.24,2004
173,174,Dean Wilson,99,61.95,"1,104","1,782",-0.29,2004
174,175,Ken Duke,89,61.88,969,"1,566",-0.25,2004
175,176,Tommy Tolles,67,61.86,746,"1,206",-0.27,2004
176,177,Glen Day,101,61.78,"1,101","1,782",-0.28,2004
177,178,Brian Gay,96,61.52,"1,041","1,692",-0.29,2004
178,179,Dan Olsen,75,61.49,808,"1,314",-0.28,2004
179,180,Niclas Fasth,61,61.48,664,"1,080",-0.23,2004
180,181,Jonathan Byrd,85,61.38,917,"1,494",-0.29,2004
181,182,Brad Faxon,94,61.36,983,"1,602",-0.27,2004
182,183,Guy Boros,64,61.28,706,"1,152",-0.23,2004
183,184,Chris Couch,55,60.81,602,990,-0.29,2004
184,185,Craig Parry,52,60.67,546,900,-0.23,2004
185,186,Greg Chalmers,70,60.56,763,"1,260",-0.32,2004
186,187,Cliff Kresge,89,60.54,948,"1,566",-0.23,2004
187,188,Hirofumi Miyase,65,60.41,685,"1,134",-0.21,2004
T188,T189,Esteban Toledo,92,60.12,974,"1,620",-0.23,2004
T188,T189,David Morland IV,73,60.12,790,"1,314",-0.24,2004
190,191,Mark Brooks,72,59.84,754,"1,260",-0.23,2004
191,192,Steve Stricker,81,59.33,833,"1,404",-0.29,2004
T192,T193,Len Mattiace,75,59.11,798,"1,350",-0.23,2004
T192,T193,Nick Price,51,59.11,532,900,-0.28,2004
T192,T193,Kevin Muncrief,50,59.11,532,900,-0.23,2004
195,196,Aaron Baddeley,87,58.17,890,"1,530",-0.28,2004
196,197,David Gossett,57,54.68,561,"1,026",-0.17,2004
1,1,Joe Durant,96,72.86,"1,259","1,728",-0.24,2003
2,2,Briny Baird,113,72.17,"1,416","1,962",-0.27,2003
3,3,Dan Forsman,98,71.88,"1,268","1,764",-0.24,2003
4,4,Chad Campbell,105,71.79,"1,318","1,836",-0.28,2003
5,5,Tom Lehman,87,70.51,"1,028","1,458",-0.27,2003
6,6,Jim Furyk,104,70.3,"1,278","1,818",-0.3,2003
7,7,John Senden,111,69.97,"1,335","1,908",-0.25,2003
8,8,Mike Heinen,89,69.86,"1,094","1,566",-0.28,2003
9,11,Retief Goosen,69,69.79,804,"1,152",-0.3,2003
10,9,David Sutherland,77,69.75,904,"1,296",-0.24,2003
11,10,Bob Tway,89,69.74,"1,067","1,530",-0.27,2003
12,15,Vijay Singh,106,69.47,"1,263","1,818",-0.33,2003
13,12,David Peoples,96,69.36,"1,186","1,710",-0.25,2003
14,13,Paul Stankowski,67,69.32,836,"1,206",-0.31,2003
15,17,Robert Allenby,87,69.31,998,"1,440",-0.28,2003
16,14,Jeff Brehaut,110,69.29,"1,322","1,908",-0.26,2003
17,16,Joey Sindelar,93,69.17,"1,133","1,638",-0.24,2003
18,18,Chris Smith,92,68.96,"1,142","1,656",-0.25,2003
19,22,Kirk Triplett,92,68.91,"1,104","1,602",-0.27,2003
T20,T27,Kenny Perry,98,68.81,"1,189","1,728",-0.26,2003
T20,T19,John Huston,76,68.81,929,"1,350",-0.33,2003
T20,T19,J.J. Henry,100,68.81,"1,189","1,728",-0.24,2003
23,21,Shaun Micheel,97,68.79,"1,164","1,692",-0.25,2003
T24,T23,Hal Sutton,81,68.75,990,"1,440",-0.25,2003
T24,T23,Jeff Sluman,106,68.75,"1,287","1,872",-0.26,2003
26,26,Tiger Woods,74,68.63,840,"1,224",-0.34,2003
27,T27,Spike McRoy,103,68.54,"1,246","1,818",-0.24,2003
28,25,Ernie Els,65,68.52,740,"1,080",-0.29,2003
29,29,Carlos Franco,99,68.5,"1,196","1,746",-0.26,2003
30,37,Davis Love III,85,68.45,961,"1,404",-0.31,2003
31,30,David Gossett,92,68.38,"1,120","1,638",-0.26,2003
32,31,Marco Dawson,86,68.34,"1,021","1,494",-0.25,2003
