RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,PCT SAND SAVES,NUM SAND SAVES,NUM BUNKERS,TOTAL O/U PAR,YEAR
T119,149,Tiger Woods,68,48.15,52,108,33,2018
T119,T116,Conrad Shindler,60,48.15,39,81,32,2018
121,118,Brian Stuard,103,48.03,73,152,67,2018
122,119,Brendan Steele,74,48,48,100,34,2018
123,120,Trey Mullinax,75,47.97,59,123,41,2018
124,T116,Aaron Wise,90,47.92,69,144,47,2018
125,141,Francesco Molinari,73,47.9,57,119,37,2018
126,123,Steve Wheatcroft,60,47.73,42,88,35,2018
127,124,Vaughn Taylor,83,47.65,71,149,65,2018
T128,T125,David Hearn,66,47.62,40,84,30,2018
T128,T125,Martin Piller,79,47.62,70,147,63,2018
130,127,Shawn Stefani,76,47.5,57,120,42,2018
131,128,Branden Grace,67,47.46,56,118,38,2018
132,129,Graeme McDowell,67,47.37,54,114,36,2018
133,130,Adam Hadwin,92,47.34,80,169,47,2018
134,131,Daniel Berger,81,47.33,62,131,50,2018
135,132,Kevin Streelman,94,47.24,77,163,52,2018
136,133,Brian Harman,94,47.22,68,144,42,2018
137,134,Pat Perez,82,47.2,59,125,48,2018
138,136,Ryan Moore,78,47.14,66,140,43,2018
139,137,John Huh,94,47.06,72,153,62,2018
140,138,Stephan Jaeger,81,46.97,62,132,56,2018
141,139,Kiradech Aphibarnrat,51,46.88,45,96,39,2018
142,156,Patton Kizzire,92,46.83,59,126,43,2018
143,140,Zecheng Dou,53,46.51,40,86,30,2018
144,142,Jim Furyk,50,46.25,37,80,37,2018
145,148,Kyle Stanley,93,46.2,73,158,49,2018
T146,T143,Ryan Palmer,69,46.15,60,130,42,2018
T146,T143,Denny McCarthy,71,46.15,42,91,31,2018
148,145,Chesson Hadley,103,46.1,71,154,59,2018
149,146,Bronson Burgoon,69,45.95,51,111,32,2018
150,147,Matt Atkins,56,45.65,42,92,35,2018
151,151,Keegan Bradley,98,45.2,80,177,64,2018
152,152,Charley Hoffman,87,45.14,65,144,60,2018
153,153,Robert Streb,78,45,63,140,70,2018
154,154,Scott Piercy,84,44.96,58,129,49,2018
155,155,Kelly Kraft,94,44.94,71,158,70,2018
156,157,Dominic Bozzelli,65,44.8,56,125,54,2018
T157,T158,Ben Silverman,90,44.67,67,150,61,2018
T157,T158,Harris English,84,44.67,67,150,44,2018
159,160,Tony Finau,105,44.38,75,169,50,2018
160,161,Corey Conners,97,44.27,58,131,46,2018
161,150,Bubba Watson,90,44.2,61,138,46,2018
162,162,Kevin Chappell,77,44.07,52,118,49,2018
163,163,Kevin Kisner,89,44,55,125,47,2018
164,164,Nicholas Lindheim,77,43.96,40,91,36,2018
165,165,Grayson Murray,72,43.93,76,173,67,2018
166,166,J.J. Spaun,85,43.9,54,123,52,2018
167,167,Nick Watney,94,43.79,74,169,51,2018
168,168,Derek Fathauer,84,43.62,65,149,68,2018
169,169,Sam Ryder,82,43.48,50,115,36,2018
170,170,Richy Werenski,98,43.33,65,150,69,2018
T171,T171,Fabián Gómez,88,43.2,54,125,53,2018
T171,T171,Rod Pampling,62,43.2,54,125,53,2018
T171,T171,Robert Garrigus,80,43.2,54,125,41,2018
174,174,Chez Reavie,93,43.06,62,144,62,2018
175,T175,Scott Brown,102,42.86,69,161,68,2018
176,177,Andrew Landry,82,42.64,55,129,47,2018
177,178,Russell Henley,77,42.54,57,134,58,2018
178,179,Adam Schenk,86,42.36,61,144,51,2018
179,180,J.J. Henry,81,42.22,38,90,37,2018
180,181,C.T. Pan,104,42.07,61,145,52,2018
181,182,Retief Goosen,60,41.89,31,74,31,2018
182,183,Mackenzie Hughes,80,41.74,48,115,50,2018
183,184,Ryan Blaum,81,41.54,54,130,48,2018
184,185,Gary Woodland,96,41.49,78,188,70,2018
185,186,Brice Garnett,99,41.43,58,140,52,2018
186,187,Hunter Mahan,67,40.95,43,105,43,2018
187,188,Jason Kokrak,99,40.88,65,159,60,2018
188,189,Martin Flores,92,40.65,63,155,73,2018
189,190,Jhonattan Vegas,92,39.64,67,169,83,2018
190,191,Satoshi Kodaira,51,39.53,34,86,45,2018
191,192,Ethan Tracy,72,34.86,38,109,51,2018
192,193,Andrew Yun,51,34.33,23,67,37,2018
193,194,Tyler Duncan,97,32.43,48,148,67,2018
1,1,Rickie Fowler,78,68.66,92,134,13,2017
2,2,Luke Donald,50,64.44,58,90,29,2017
3,3,Rory McIlroy,51,63.24,43,68,11,2017
4,5,Seung-Yul Noh,91,61.9,78,126,23,2017
5,4,Webb Simpson,102,61.49,99,161,37,2017
6,7,Louis Oosthuizen,69,61.22,60,98,26,2017
7,6,Adam Hadwin,98,61.11,110,180,34,2017
8,8,Tim Wilkinson,64,61.05,58,95,28,2017
9,9,Tyrone Van Aswegen,105,60.78,93,153,35,2017
10,10,Gary Woodland,94,60.68,71,117,15,2017
11,11,Ian Poulter,72,59.29,67,113,24,2017
12,13,Jon Rahm,90,59.12,81,137,26,2017
13,12,Harris English,84,58.97,69,117,31,2017
14,17,Brian Harman,104,58.7,108,184,44,2017
15,14,Aaron Baddeley,61,58.42,59,101,15,2017
16,16,Michael Thompson,60,58.16,57,98,28,2017
17,18,Tom Hoge,54,58.06,36,62,17,2017
18,19,Jimmy Walker,68,57.89,66,114,40,2017
19,20,Steven Bowditch,59,57.8,63,109,49,2017
20,21,Charl Schwartzel,63,57.61,53,92,20,2017
21,27,Matt Kuchar,95,57.55,80,139,41,2017
22,22,Geoff Ogilvy,80,57.5,69,120,46,2017
23,23,Bryce Molder,74,57.24,83,145,46,2017
24,24,John Huh,92,57.23,99,173,40,2017
T25,T25,Brian Campbell,55,57.14,44,77,24,2017
T25,T25,Matt Jones,64,57.14,56,98,16,2017
27,28,Zac Blair,105,56.29,85,151,51,2017
28,T29,Brandt Snedeker,53,56.25,45,80,19,2017
29,31,Nick Watney,75,56.1,46,82,11,2017
30,32,David Lingmerth,79,56.06,74,132,39,2017
31,T29,Justin Rose,66,55.93,66,118,19,2017
32,33,Vaughn Taylor,90,55.8,77,138,35,2017
33,39,Jordan Spieth,85,55.79,53,95,19,2017
34,34,Seamus Power,86,55.74,68,122,32,2017
35,35,David Hearn,93,55.35,88,159,57,2017
36,36,Wesley Bryan,95,55.33,83,150,61,2017
37,37,Jonas Blixt,74,55.28,89,161,52,2017
38,38,Hunter Mahan,73,55.22,74,134,41,2017
39,40,Brandon Hagy,85,54.69,70,128,36,2017
T40,T41,Ollie Schniederjans,92,54.55,84,154,46,2017
T40,73,Pat Perez,93,54.55,84,154,52,2017
T40,T41,Kevin Na,86,54.55,72,132,40,2017
43,43,Ben Crane,86,54.48,73,134,40,2017
44,44,Morgan Hoffmann,92,54.43,86,158,57,2017
T45,T45,Brian Gay,82,54.17,65,120,50,2017
T45,T45,C.T. Pan,88,54.17,78,144,31,2017
47,48,Nicholas Lindheim,58,53.93,48,89,32,2017
48,T49,Jason Day,71,53.92,55,102,35,2017
49,47,Xander Schauffele,96,53.91,69,128,39,2017
T50,T49,Adam Scott,58,53.85,49,91,17,2017
T50,T49,Francesco Molinari,75,53.85,49,91,21,2017
52,53,Sam Saunders,76,53.7,58,108,42,2017
T53,T54,Danny Lee,93,53.68,73,136,29,2017
T53,T54,Andres Gonzales,73,53.68,51,95,19,2017
55,T56,Bill Haas,92,53.57,75,140,28,2017
56,58,Michael Kim,94,53.52,76,142,46,2017
57,59,Trey Mullinax,88,53.51,61,114,32,2017
T58,T60,Whee Kim,74,53.33,56,105,29,2017
T58,T60,Phil Mickelson,85,53.33,72,135,48,2017
T58,T60,Rafa Cabrera Bello,63,53.33,56,105,32,2017
61,63,Emiliano Grillo,90,53.28,73,137,35,2017
62,T64,Chad Collins,66,53.21,58,109,44,2017
63,66,Jamie Lovemark,98,53.18,92,173,45,2017
64,T49,Sergio Garcia,65,53.1,60,113,25,2017
65,81,Charley Hoffman,112,53.09,103,194,50,2017
66,67,Peter Malnati,91,53.06,78,147,49,2017
67,T71,Marc Leishman,94,53.02,79,149,44,2017
68,68,Chad Campbell,97,52.99,62,117,29,2017
T69,T69,Cameron Percy,71,52.94,45,85,31,2017
T69,T69,Cameron Tringale,89,52.94,63,119,40,2017
71,T71,Ben Martin,86,52.9,82,155,49,2017
72,74,Scott Brown,95,52.7,78,148,51,2017
73,76,Troy Merritt,82,52.38,55,105,37,2017
T74,T77,Anirban Lahiri,72,52.31,68,130,42,2017
T74,T77,Retief Goosen,52,52.31,34,65,24,2017
76,79,Chez Reavie,98,52.29,80,153,57,2017
77,T103,Kevin Kisner,105,52.14,73,140,47,2017
78,83,Rory Sabbatini,71,52.04,51,98,27,2017
79,84,Ken Duke,77,52.03,64,123,51,2017
80,82,Tony Finau,106,52,78,150,49,2017
81,85,Zach Johnson,81,51.64,63,122,45,2017
82,86,Grayson Murray,94,51.57,82,159,55,2017
83,87,Hudson Swafford,94,51.53,84,163,52,2017
84,88,Johnson Wagner,71,51.49,52,101,34,2017
85,89,Sung Kang,104,51.45,89,173,56,2017
86,90,Sean O'Hair,84,51.41,73,142,45,2017
T87,T91,Charles Howell III,86,51.35,57,111,41,2017
T87,T91,Fabián Gómez,61,51.35,57,111,43,2017
89,93,Mark Anderson,54,51.28,40,78,27,2017
90,94,Chris Kirk,89,51.26,61,119,31,2017
91,75,Patrick Cantlay,52,51.14,45,88,23,2017
T92,113,Patrick Reed,107,51.09,94,184,64,2017
T92,95,K.J. Choi,72,51.09,47,92,32,2017
94,96,Ricky Barnes,100,51.05,73,143,50,2017
95,97,Steven Alker,69,50.96,53,104,39,2017
96,T64,Hideki Matsuyama,83,50.88,58,114,37,2017
97,98,Ryan Blaum,100,50.74,69,136,49,2017
T98,T99,Branden Grace,70,50.51,50,99,48,2017
T98,T99,Graeme McDowell,56,50.51,50,99,32,2017
100,101,Blayne Barber,77,50.43,58,115,46,2017
101,102,Mark Hubbard,81,50.39,64,127,55,2017
T102,T103,Brett Drewitt,57,50,34,68,22,2017
T102,T103,Ernie Els,52,50,48,96,42,2017
T102,T103,Greg Chalmers,75,50,72,144,58,2017
T102,T103,Patton Kizzire,84,50,62,124,51,2017
T102,T103,Martin Flores,88,50,56,112,33,2017
107,109,Kevin Streelman,90,49.66,72,145,53,2017
108,110,Cody Gribble,79,49.61,64,129,53,2017
109,111,Lucas Glover,93,49.33,74,150,52,2017
110,112,Cameron Smith,86,49.18,60,122,45,2017
111,114,Daniel Summerhays,100,49.14,86,175,63,2017
112,116,Søren Kjeldsen,58,48.98,48,98,38,2017
113,117,Roberto Castro,70,48.94,46,94,46,2017
114,118,Ryo Ishikawa,56,48.91,45,92,30,2017
115,119,Byeong Hun An,77,48.87,65,133,40,2017
116,120,Keegan Bradley,104,48.81,82,168,55,2017
117,121,Rick Lamb,54,48.78,40,82,33,2017
118,122,Kyle Reifers,96,48.73,77,158,49,2017
119,123,Sebastián Muñoz,51,48.72,38,78,25,2017
120,124,Smylie Kaufman,76,48.67,55,113,38,2017
121,126,Robert Garrigus,78,48.51,49,101,36,2017
122,125,Justin Thomas,86,48.21,54,112,39,2017
123,137,Brooks Koepka,88,48.2,67,139,44,2017
124,127,Brad Fritsch,56,48.19,40,83,39,2017
125,128,Carl Pettersson,63,48,48,100,45,2017
T126,T129,James Hahn,96,47.97,71,148,50,2017
T126,T129,Harold Varner III,101,47.97,71,148,53,2017
T128,T131,Si Woo Kim,80,47.92,69,144,62,2017
T128,T131,Ryan Brehm,83,47.92,46,96,27,2017
130,133,Spencer Levin,89,47.86,56,117,52,2017
131,134,Shane Lowry,52,47.83,33,69,29,2017
132,135,Rod Pampling,71,47.79,65,136,56,2017
133,115,Kyle Stanley,104,47.73,84,176,52,2017
134,136,Nick Taylor,97,47.71,73,153,38,2017
135,138,Gonzalo Fernandez-Castaño,63,47.56,39,82,25,2017
136,139,D.A. Points,68,47.47,47,99,41,2017
137,140,Ryan Moore,82,47.3,70,148,59,2017
138,141,Tag Ridings,67,47.25,43,91,22,2017
139,142,Martin Laird,83,47.2,59,125,50,2017
140,143,Mackenzie Hughes,106,47.02,71,151,43,2017
141,144,Camilo Villegas,76,46.96,54,115,55,2017
142,145,William McGirt,89,46.77,58,124,38,2017
143,146,Bud Cauley,92,46.76,65,139,43,2017
144,147,Alex Cejka,85,46.55,54,116,50,2017
T145,T148,Brian Stuard,93,46.43,65,140,68,2017
T145,T148,Luke List,102,46.43,78,168,68,2017
147,150,Bubba Watson,71,46.32,44,95,34,2017
148,T159,Russell Henley,99,46.05,70,152,68,2017
149,151,Bryson DeChambeau,91,46,69,150,53,2017
150,152,Jonathan Randolph,68,45.95,51,111,42,2017
151,170,Jhonattan Vegas,95,45.74,59,129,36,2017
152,153,Shawn Stefani,72,45.71,48,105,27,2017
153,154,Kevin Tway,96,45.7,69,151,44,2017
154,155,Robert Streb,98,45.66,79,173,84,2017
155,156,Jim Furyk,54,45.61,26,57,26,2017
T156,T157,Steve Wheatcroft,51,45.54,46,101,36,2017
T156,T157,Chris Stroud,67,45.54,46,101,45,2017
T158,T159,Miguel Angel Carballo,63,45.45,40,88,36,2017
T158,T159,J.J. Spaun,92,45.45,60,132,66,2017
160,162,Billy Horschel,88,44.88,57,127,55,2017
161,163,Richy Werenski,81,44.74,51,114,47,2017
162,164,Boo Weekley,75,44.64,50,112,40,2017
163,165,Brett Stegmaier,78,44.57,41,92,47,2017
164,166,Derek Fathauer,81,44.37,63,142,76,2017
165,169,Dustin Johnson,77,44.32,39,88,27,2017
166,167,Scott Stallings,81,44.26,54,122,44,2017
167,171,Ryan Palmer,61,43.59,34,78,30,2017
168,172,Billy Hurley III,80,43.48,50,115,55,2017
169,173,Brendan Steele,89,43.33,52,120,54,2017
170,174,Dominic Bozzelli,69,43.24,48,111,39,2017
171,175,Daniel Berger,91,43.18,57,132,53,2017
T172,T176,J.B. Holmes,83,42.86,42,98,40,2017
T172,T176,Julián Etulain,68,42.86,42,98,37,2017
174,168,Kevin Chappell,95,42.75,59,138,60,2017
175,178,Kelly Kraft,75,42.66,61,143,73,2017
176,T181,Jason Dufner,89,42.06,53,126,65,2017
177,179,J.T. Poston,95,41.98,55,131,54,2017
178,180,Matt Every,76,41.27,52,126,56,2017
179,183,J.J. Henry,92,40.32,50,124,60,2017
180,184,Graham DeLaet,82,40,44,110,33,2017
181,185,Patrick Rodgers,76,39.82,45,113,38,2017
182,186,Andrew Loupe,55,39.8,39,98,43,2017
183,187,Jason Bohn,75,39.56,36,91,43,2017
184,188,Paul Casey,94,39.17,47,120,48,2017
185,189,Stewart Cink,93,38.4,48,125,55,2017
186,190,Scott Piercy,70,37.96,41,108,54,2017
187,191,Russell Knox,75,37.93,44,116,47,2017
188,192,Jim Herman,77,37.59,50,133,57,2017
189,193,Ryan Armour,63,37.33,28,75,36,2017
190,194,Jason Kokrak,95,36.81,53,144,64,2017
1,1,Sean O'Hair,89,62.42,93,149,29,2016
2,2,Jason Day,76,62.26,66,106,23,2016
3,6,Phil Mickelson,75,61.54,80,130,29,2016
4,3,Jonas Blixt,79,61.29,95,155,31,2016
5,4,Aaron Baddeley,93,61.07,91,149,29,2016
6,5,Jon Curran,99,61.05,116,190,64,2016
7,7,Brendon Todd,66,59.48,69,116,40,2016
8,8,John Huh,86,59.44,85,143,33,2016
9,9,Robert Allenby,51,59.15,42,71,24,2016
10,10,Tyrone Van Aswegen,105,58.96,102,173,51,2016
11,11,Bryce Molder,80,58.27,81,139,37,2016
12,12,Martin Piller,59,58.23,46,79,37,2016
T13,T14,Padraig Harrington,54,57.83,48,83,23,2016
T13,T14,Sergio Garcia,54,57.83,48,83,14,2016
T13,T14,Michael Kim,100,57.83,96,166,50,2016
16,17,David Toms,62,57.47,50,87,37,2016
17,18,Steven Bowditch,71,57.43,85,148,58,2016
18,19,Chris Kirk,90,57.42,89,155,51,2016
19,20,Stuart Appleby,71,57.27,63,110,33,2016
20,37,Brandt Snedeker,93,57.14,80,140,32,2016
T21,T21,Danny Lee,93,56.8,96,169,59,2016
T21,T21,Russell Henley,76,56.8,71,125,32,2016
23,13,Patrick Reed,105,56.71,93,164,36,2016
24,23,Ben Crane,80,56.59,73,129,35,2016
25,24,Dicky Pride,55,56.57,56,99,28,2016
26,25,Kyle Reifers,115,56.5,100,177,28,2016
27,26,K.J. Choi,73,56.25,81,144,49,2016
28,27,Luke Donald,81,56.16,82,146,34,2016
29,28,Tim Wilkinson,72,56.1,46,82,23,2016
30,29,Brendan Steele,88,55.96,61,109,24,2016
31,31,Justin Rose,65,55.46,66,119,34,2016
32,32,Hiroshi Iwata,85,55.41,87,157,60,2016
33,33,Cameron Smith,73,55.34,57,103,46,2016
T34,T34,Chad Campbell,90,55.32,78,141,38,2016
T34,T34,Marc Leishman,89,55.32,78,141,38,2016
36,36,Brian Harman,104,55.26,105,190,58,2016
T37,T38,Freddie Jacobson,86,55,77,140,59,2016
T37,T38,Mark Wilson,66,55,44,80,26,2016
39,40,Adam Hadwin,93,54.78,86,157,43,2016
40,30,Jordan Spieth,80,54.7,64,117,39,2016
41,46,Matt Kuchar,100,54.61,83,152,46,2016
42,41,Fabián Gómez,82,54.55,78,143,37,2016
43,42,Luke List,79,54.4,68,125,40,2016
44,43,Brian Stuard,66,54.35,50,92,34,2016
45,44,Alex Cejka,71,54.32,44,81,16,2016
46,45,Steve Stricker,53,54.26,51,94,33,2016
47,51,J.B. Holmes,77,53.91,69,128,39,2016
48,47,Jerry Kelly,76,53.85,63,117,47,2016
49,48,David Hearn,95,53.73,72,134,52,2016
50,49,Mark Hubbard,101,53.72,101,188,57,2016
51,50,Zach Johnson,90,53.68,73,136,44,2016
T52,T52,Webb Simpson,70,53.44,70,131,40,2016
T52,T52,Troy Merritt,77,53.44,70,131,55,2016
54,54,Chez Reavie,90,53.24,74,139,40,2016
55,55,Tyler Aldridge,83,53.21,58,109,38,2016
56,56,Retief Goosen,55,53.19,50,94,28,2016
57,57,Louis Oosthuizen,63,53,53,100,28,2016
58,97,Hideki Matsuyama,76,52.99,62,117,30,2016
59,58,Seung-Yul Noh,85,52.94,72,136,53,2016
60,59,Smylie Kaufman,91,52.87,83,157,51,2016
61,60,Scott Langley,65,52.73,58,110,32,2016
62,61,Brendon de Jonge,83,52.71,68,129,37,2016
63,62,Scott Piercy,87,52.63,80,152,41,2016
64,63,Erik Compton,65,52.59,61,116,38,2016
65,64,Hunter Mahan,61,52.58,51,97,35,2016
66,66,Michael Thompson,71,52.44,43,82,27,2016
67,67,Chad Collins,73,52.42,65,124,51,2016
68,68,Ricky Barnes,97,52.38,77,147,43,2016
T69,69,Jamie Lovemark,91,52.23,82,157,43,2016
T69,T72,Justin Thomas,99,52.23,82,157,48,2016
71,70,Rickie Fowler,80,52.03,64,123,35,2016
72,71,Brooks Koepka,75,51.75,59,114,39,2016
73,74,Shawn Stefani,91,51.49,69,134,40,2016
74,75,Blayne Barber,84,51.46,53,103,38,2016
75,76,Morgan Hoffmann,71,51.43,54,105,39,2016
76,77,Sung Kang,89,51.41,73,142,38,2016
77,78,Peter Malnati,85,51.39,74,144,54,2016
78,T89,Charl Schwartzel,73,51.16,66,129,36,2016
79,79,Colt Knost,90,51.06,72,141,66,2016
80,84,Adam Scott,79,50.94,54,106,29,2016
81,80,Martin Laird,82,50.91,56,110,27,2016
82,T89,Ryan Moore,86,50.83,61,120,44,2016
83,88,Si Woo Kim,113,50.79,96,189,49,2016
84,81,Matt Jones,83,50.75,68,134,37,2016
85,82,Roberto Castro,97,50.67,76,150,44,2016
86,83,Luke Guthrie,57,50.65,39,77,24,2016
87,T107,Paul Casey,77,50.44,57,113,33,2016
88,85,Vaughn Taylor,72,50.42,60,119,44,2016
89,86,Charles Howell III,91,50.41,62,123,42,2016
90,87,Bill Haas,86,50.35,72,143,44,2016
T91,T72,Russell Knox,92,50,66,132,44,2016
T91,T89,Henrik Norlander,71,50,47,94,34,2016
T91,T89,Scott Brown,88,50,83,166,66,2016
T91,T89,Tom Hoge,81,50,53,106,35,2016
95,95,Steve Marino,72,49.56,56,113,36,2016
96,96,Billy Horschel,73,49.55,55,111,30,2016
97,98,George McNeill,51,49.47,47,95,39,2016
98,99,Branden Grace,63,49.45,45,91,35,2016
99,100,Harris English,97,49.32,73,148,59,2016
100,101,Hudson Swafford,104,49.09,81,165,55,2016
101,102,Graeme McDowell,63,49.04,51,104,35,2016
102,103,Rod Pampling,54,48.91,45,92,29,2016
103,T89,Gary Woodland,95,48.85,64,131,41,2016
104,104,Jason Kokrak,89,48.7,56,115,39,2016
105,105,Andres Gonzales,80,48.65,54,111,49,2016
106,106,Rory Sabbatini,57,48.6,52,107,47,2016
107,T107,Cameron Tringale,81,48.57,68,140,46,2016
108,110,Derek Ernst,59,48.42,46,95,33,2016
T109,T111,Zac Blair,99,48.37,89,184,74,2016
T109,T111,Jim Herman,93,48.37,74,153,60,2016
111,113,John Senden,88,48.15,65,135,55,2016
112,114,Charley Hoffman,91,47.97,71,148,44,2016
113,115,Sam Saunders,69,47.93,58,121,32,2016
114,116,Kelly Kraft,63,47.92,46,96,26,2016
115,T117,William McGirt,98,47.85,89,186,55,2016
116,133,Emiliano Grillo,93,47.74,74,155,46,2016
117,T117,J.J. Henry,68,47.73,42,88,28,2016
118,119,Bronson Burgoon,83,47.71,52,109,32,2016
119,121,Rory McIlroy,69,47.52,48,101,34,2016
120,120,Bubba Watson,72,47.32,53,112,39,2016
121,122,Shane Lowry,57,47.19,42,89,33,2016
122,123,Chesson Hadley,81,47.14,66,140,54,2016
123,124,Rhein Gibson,58,46.97,31,66,25,2016
124,125,Billy Hurley III,66,46.88,45,96,40,2016
125,109,Jimmy Walker,85,46.76,65,139,44,2016
126,126,Abraham Ancer,51,46.75,36,77,37,2016
T127,128,Tony Finau,95,46.43,78,168,52,2016
T127,132,Jhonattan Vegas,97,46.43,65,140,31,2016
129,129,Will MacKenzie,84,46.4,58,125,46,2016
130,130,Spencer Levin,104,46.36,70,151,51,2016
131,134,Derek Fathauer,94,46.07,82,178,73,2016
132,135,Ryan Palmer,86,45.98,80,174,47,2016
T133,T136,Johnson Wagner,86,45.97,57,124,47,2016
T133,T136,David Lingmerth,84,45.97,57,124,57,2016
135,138,Jim Furyk,52,45.95,34,74,31,2016
136,139,Robert Streb,87,45.93,62,135,51,2016
T137,127,Daniel Berger,92,45.86,72,157,36,2016
T137,131,Kevin Na,96,45.86,72,157,66,2016
139,141,Rob Oppenheim,67,45.61,52,114,49,2016
140,142,Geoff Ogilvy,63,45.54,46,101,43,2016
141,143,Camilo Villegas,83,45.32,63,139,59,2016
142,144,Andrew Loupe,75,45.3,53,117,37,2016
143,140,Jason Dufner,105,45.28,72,159,66,2016
144,150,Dustin Johnson,87,45.24,57,126,46,2016
145,145,Nick Taylor,83,45.19,61,135,46,2016
146,146,Patton Kizzire,93,44.96,58,129,48,2016
147,147,Kevin Chappell,93,44.94,71,158,47,2016
148,148,Ken Duke,58,44.72,55,123,46,2016
149,149,Francesco Molinari,64,44.68,42,94,35,2016
150,152,Daniel Summerhays,99,44.51,81,182,68,2016
151,T153,Andrew Landry,53,44.44,36,81,34,2016
152,151,Kevin Kisner,97,44.3,66,149,55,2016
153,155,Graham DeLaet,70,44.26,54,122,46,2016
154,156,Thomas Aiken,70,44.05,37,84,30,2016
155,157,Stewart Cink,61,43.82,39,89,33,2016
156,158,Jeff Overton,69,43.7,52,119,48,2016
157,159,Wes Roach,59,43.68,38,87,45,2016
158,160,Anirban Lahiri,72,43.55,54,124,45,2016
159,161,Steve Wheatcroft,85,43.38,59,136,64,2016
160,162,Harold Varner III,92,43.08,56,130,48,2016
161,163,D.A. Points,55,43.04,34,79,28,2016
162,164,Vijay Singh,72,42.97,55,128,51,2016
T163,T165,Ángel Cabrera,62,42.86,42,98,48,2016
T163,T165,Will Wilcox,67,42.86,54,126,56,2016
165,167,Jason Gore,78,42.61,49,115,53,2016
166,168,Lucas Glover,75,42.59,46,108,43,2016
167,169,Boo Weekley,83,42.52,54,127,50,2016
168,170,D.H. Lee,61,42.42,42,99,49,2016
T169,T171,Jason Bohn,67,42.15,51,121,57,2016
T169,T171,Patrick Rodgers,89,42.15,51,121,46,2016
171,173,Whee Kim,82,41.98,55,131,49,2016
172,174,Ernie Els,66,41.86,54,129,43,2016
173,175,Kyle Stanley,92,41.73,58,139,46,2016
174,176,Ben Martin,92,41.67,55,132,59,2016
175,177,Brett Stegmaier,87,41.18,42,102,46,2016
176,178,Keegan Bradley,82,40.98,50,122,44,2016
177,179,James Hahn,85,40.97,59,144,69,2016
178,180,Chris Stroud,82,40.94,61,149,64,2016
179,181,Greg Owen,85,40.48,51,126,47,2016
180,182,Kevin Streelman,82,40.27,60,149,66,2016
181,183,Scott Pinckney,87,39.84,49,123,55,2016
182,184,Robert Garrigus,69,39.53,34,86,44,2016
183,185,Carlos Ortiz,79,38.53,42,109,50,2016
184,186,Scott Stallings,74,38.52,47,122,50,2016
185,187,Dawie van der Walt,72,38.2,34,89,42,2016
1,T3,Kevin Na,98,63.19,91,144,37,2015
T2,T1,Sung Joon Park,79,63.08,82,130,35,2015
T2,T1,Will Wilcox,58,63.08,41,65,13,2015
4,T3,David Toms,62,63.04,58,92,20,2015
5,5,Chad Collins,79,62.81,76,121,18,2015
6,6,Brendon Todd,96,61.9,91,147,42,2015
7,9,Danny Lee,120,61.54,104,169,47,2015
8,7,Matt Kuchar,97,61.49,91,148,35,2015
9,8,Luke Donald,71,61.17,63,103,31,2015
10,14,Jason Day,75,61.11,66,108,11,2015
11,10,Louis Oosthuizen,68,60.82,59,97,7,2015
12,T16,Justin Rose,69,60.75,65,107,23,2015
13,11,Chris Kirk,76,60.47,78,129,35,2015
14,12,Heath Slocum,57,60.44,55,91,20,2015
15,13,Zac Blair,108,60.39,93,154,36,2015
16,15,Padraig Harrington,60,59.79,58,97,27,2015
17,T16,Jonathan Byrd,69,59.6,59,99,19,2015
18,24,Steven Bowditch,103,59.39,98,165,39,2015
19,19,Webb Simpson,81,59.2,74,125,21,2015
20,20,Aaron Baddeley,76,59.13,68,115,37,2015
T21,21,Lee Westwood,56,59.04,49,83,24,2015
T21,18,Brandt Snedeker,98,59.04,98,166,39,2015
23,22,Jamie Donaldson,50,58.97,46,78,26,2015
24,T31,Jordan Spieth,91,58.14,75,129,23,2015
25,23,Scott Langley,94,57.94,73,126,42,2015
26,25,K.J. Choi,66,57.29,55,96,20,2015
27,26,Jon Curran,83,57.14,72,126,43,2015
28,28,Bill Lunde,50,56.9,33,58,11,2015
T29,T29,Jonas Blixt,78,56.64,64,113,36,2015
T29,T29,Sam Saunders,83,56.64,81,143,40,2015
31,T31,Michael Putnam,87,56.56,69,122,30,2015
32,33,Zach Johnson,90,56.25,81,144,46,2015
33,35,Ryan Moore,81,55.86,62,111,44,2015
34,34,Rickie Fowler,76,55.83,67,120,38,2015
35,36,Brian Harman,90,55.8,77,138,45,2015
36,37,Kyle Reifers,96,55.63,89,160,41,2015
37,38,James Hahn,94,55.47,71,128,48,2015
38,39,Rory Sabbatini,81,55.45,61,110,41,2015
39,40,Colt Knost,90,55.34,57,103,33,2015
40,41,Carlos Ortiz,100,55.19,85,154,31,2015
41,42,Roberto Castro,54,54.88,45,82,19,2015
42,43,Chris Stroud,84,54.84,68,124,31,2015
43,44,Mark Wilson,89,54.63,59,108,32,2015
44,46,Scott Brown,97,54.2,71,131,44,2015
45,47,Hunter Mahan,88,54.19,84,155,44,2015
46,48,Brian Davis,86,54.14,85,157,60,2015
47,49,Matt Jones,89,54.04,87,161,37,2015
48,50,Chad Campbell,97,53.91,62,115,27,2015
49,51,Tyrone Van Aswegen,58,53.85,35,65,20,2015
50,52,Mark Hubbard,79,53.78,64,119,39,2015
T51,45,Brooks Koepka,84,53.68,73,136,31,2015
