PLAYER.NAME	YEAR	PCT.FAIRWAYS.HIT	AVG.DRIVE.DISTANCE	PCT.GREENS.IN.REGULATION	GREENS.HIT.RELATIVE.TO.PAR	EVENTS	MONEY	PCT.ONE.PUTTS	PCT.SAND.SAVES	TOTAL.OU.PAR	ADJ_MONEY_2019
Óscar Serna	1999	NA	NA	NA	NA	1	5730	NA	NA	NA	8794.33887137926
Ángel Cabrera	1997	NA	NA	NA	NA	1	10315	NA	NA	NA	16428.8625454262
Ángel Cabrera	1999	NA	NA	NA	NA	3	167480	NA	NA	NA	257046.400380209
Ángel Cabrera	2003	NA	NA	NA	NA	14	372252	NA	NA	NA	517339.894010419
Ángel Cabrera	2007	NA	NA	NA	NA	14	1661106	NA	NA	NA	2048177.48146645
Ángel Cabrera	2008	51.11	300.2	62.64	-0.24	17	868182	35.95	42.22	47	1030908.45353166
Ángel Cabrera	2009	51.46	304.1	62.35	-0.27	17	2625472	39.81	51.92	44	3128697.56289436
Ángel Cabrera	2010	54.49	304.5	65.78	-0.25	19	1266440	37.39	45.05	37	1484827.38918914
Ángel Cabrera	2011	54.97	301.6	63.89	-0.3	17	628079	37.11	39.78	43	713851.024621843
Ángel Cabrera	2012	57.02	299.7	63.33	-0.24	20	283385	33.13	46.38	30	315554.863447311
Ángel Cabrera	2013	56.19	294	64.99	-0.24	21	1791183	35.92	36.94	60	1965723.52299762
Ángel Cabrera	2014	58.4	303.7	64.98	-0.26	23	1868559	37.68	37.17	49	2017904.46113747
Ángel Cabrera	2015	55.9	299.7	64.88	-0.26	19	381942	35.64	42.06	48	411980.174571866
Ángel Cabrera	2016	58.06	294.6	63.08	-0.23	22	277118	37.37	42.86	48	295188.151986434
Ángel Cabrera	2017	NA	NA	NA	NA	16	210479	NA	NA	NA	219527.614525223
Ángel Cabrera	2018	NA	NA	NA	NA	5	20353	NA	NA	NA	20721.8391166177
Aaron Baddeley	2003	56.16	287.9	60.53	-0.33	20	989168	44.44	53.33	39	1374703.34149581
Aaron Baddeley	2004	53.08	288	58.17	-0.28	27	632876	41.83	50.87	48	856610.482115945
Aaron Baddeley	2005	53.32	291.4	60.84	-0.32	27	1006006	42.95	50.78	50	1316968.09956646
Aaron Baddeley	2006	60.73	288.3	58.26	-0.3	25	1516513	43.13	54.8	53	1923233.24833905
Aaron Baddeley	2007	60	291.9	60.35	-0.29	23	3441119	42.5	57.49	49	4242969.71225577
Aaron Baddeley	2008	59.45	290.3	62.02	-0.29	22	1665587	41.93	52	36	1977773.92112764
Aaron Baddeley	2009	56.48	287.8	59.57	-0.31	23	837065	43.93	50.36	66	997505.677258857
Aaron Baddeley	2010	56.65	298.9	64.6	-0.31	26	879317	40.43	54.82	38	1030948.14233571
Aaron Baddeley	2011	55.67	296.2	65.48	-0.3	22	3094693	40.62	54.38	56	3517311.94473951
Aaron Baddeley	2012	54.3	292	58.1	-0.3	22	1215753	44.21	58.33	35	1353765.27304077
Aaron Baddeley	2013	50.71	288.5	58	-0.31	24	721024	45.37	51.94	46	791283.658590907
Aaron Baddeley	2014	52.29	293.8	59.8	-0.29	24	942559	44.14	54.41	51	1017893.47351904
Aaron Baddeley	2015	50.29	294.1	62.46	-0.3	25	439925	42.72	59.13	37	474523.300130722
Aaron Baddeley	2016	55.42	291.7	63.11	-0.29	28	1644915	43.88	61.07	29	1752175.67615516
Aaron Baddeley	2017	52.25	292.6	62.57	-0.28	20	755356	40.94	58.42	15	787829.19339846
Aaron Baddeley	2018	53.27	295.3	63.39	-0.26	27	725928	38.89	57.04	35	739083.340355135
Aaron Baddeley	2019	57.74	286.3	63.33	-0.3	18	904982	44.85	54.55	31	904982
Aaron Baddeley	2020	59.51	284.9	64.89	-0.31	17	286504	41.96	56.25	20	281404.361803181
Aaron Barber	2003	69.27	281.3	65.95	-0.26	32	425277	37.65	42.67	71	591031.769084032
Aaron Barber	2004	NA	NA	NA	NA	17	229915	NA	NA	NA	311194.608415689
Aaron Bengoechea	2000	60.77	281.2	62.33	-0.21	29	60429	36.38	55.24	46	89716.1558173635
Aaron Watkins	2009	NA	NA	NA	NA	18	263969	NA	NA	NA	314564.073423621
Aaron Watkins	2013	63.03	277.1	62.25	-0.25	19	217495	40.28	47.83	31	238688.641883251
Aaron Wise	2018	63.33	302.9	68.81	-0.29	29	3486407	39.14	47.92	47	3549588.01891858
Aaron Wise	2019	61.75	302.6	68.6	-0.33	21	1052507	38.57	48.19	27	1052507
Aaron Wise	2020	59.94	301.5	72.1	-0.24	18	355972	35.06	52.38	10	349635.863652172
Abraham Ancer	2016	65.42	276.4	61.81	-0.24	19	162811	38.19	46.75	37	173427.486533041
Abraham Ancer	2018	63.64	296.1	66.49	-0.27	30	1676695	40.1	54.12	33	1707080.23572138
Abraham Ancer	2019	70.21	293.3	66.79	-0.29	27	2688625	40.21	46.62	44	2688625
Abraham Ancer	2020	64.44	297.5	66.97	-0.29	20	2903306	41.44	49.18	40	2851628.50099596
Adam Hadwin	2015	65.43	288.2	66.55	-0.26	30	937611	37.93	50.96	47	1011350.2664292
Adam Hadwin	2016	63.62	290.1	66.07	-0.3	27	1067809	41.4	54.78	43	1137438.07830773
Adam Hadwin	2017	63.2	291.3	65.08	-0.28	28	3455012	42.52	61.11	34	3603544.97368393
Adam Hadwin	2018	65.6	289.4	68.04	-0.25	25	1932488	37.33	47.34	47	1967508.74223919
Adam Hadwin	2019	67.77	291.2	67.55	-0.3	24	2039012	41.12	55.94	44	2039012
Adam Hadwin	2020	64.53	294	68.29	-0.27	17	1710808	38.89	65.05	18	1680356.41180499
Adam Long	2019	66.51	292	65.28	-0.24	27	1648007	37.57	49.59	40	1648007
Adam Long	2020	62.47	292	67.74	-0.29	25	2186913	40.09	45.21	64	2147986.96382627
Adam Mednick	1997	NA	NA	NA	NA	18	23801	NA	NA	NA	37908.2266062714
Adam Schenk	2018	57.67	305.5	67.92	-0.24	28	474923	35.35	42.36	51	483529.602455728
Adam Schenk	2019	61.27	300.8	68.61	-0.3	31	1257158	38.89	50	43	1257158
Adam Schenk	2020	62.27	302	69.07	-0.27	24	678928	40.09	49.07	36	666843.396777393
Adam Scott	2003	61.49	299.2	62.08	-0.25	14	1238736	38.77	43.48	36	1721542.26423737
Adam Scott	2004	57.65	295.4	65.6	-0.3	16	3724984	41.24	59.3	25	5041841.27714462
Adam Scott	2005	57.4	300.1	67.24	-0.26	19	2592255	36.68	39.29	45	3393535.56633028
Adam Scott	2006	62	301.1	69.12	-0.28	19	4978858	37.83	53.61	29	6314159.68366831
Adam Scott	2007	59.17	300.9	65.44	-0.3	19	3413185	39.3	52.03	41	4208526.52213589
Adam Scott	2008	54.66	302.1	63.72	-0.25	15	1979160	37.19	57.47	14	2350121.02864574
Adam Scott	2009	58.77	294.9	62.82	-0.22	19	783138	35.04	46.74	33	933242.461549756
Adam Scott	2010	62.93	294.4	69.61	-0.26	20	2489402	35.78	53.04	27	2918679.34706913
Adam Scott	2011	63.98	299.7	68.08	-0.28	18	3764797	39.08	55.66	24	4278927.00749944
Adam Scott	2012	59.61	304.6	66.57	-0.28	16	2899557	36.49	45.74	38	3228714.69270673
Adam Scott	2013	61.84	297.8	68.8	-0.27	16	4892611	35.83	53.85	11	5369367.9158282
Adam Scott	2014	61.51	303.5	68.79	-0.32	17	4098588	40.44	53.66	31	4426169.58285208
Adam Scott	2015	60.69	311.6	69.62	-0.26	15	1382365	35.88	50	31	1491082.34763927
Adam Scott	2016	55.55	304.6	70.76	-0.29	20	6473090	37.65	50.94	29	6895183.54903639
Adam Scott	2017	56.65	307	67.05	-0.27	16	1695144	38.41	53.85	17	1768019.22565551
Adam Scott	2018	62.51	304.6	70.66	-0.25	21	2237641	35.47	50.38	50	2278191.75565015
Adam Scott	2019	59.91	299.3	68.94	-0.31	18	4084541	39.25	55.45	27	4084541
Adam Scott	2020	55.49	308.1	68.13	-0.31	10	2272434	39.47	55.07	17	2231985.72972751
Adam Spring	1996	NA	NA	NA	NA	1	2955	NA	NA	NA	4816.49771278291
Adam Svensson	2019	65.24	289.8	69.4	-0.26	25	405730	37.48	47.37	29	405730
Aki Ohmachi	1991	NA	NA	NA	NA	2	2002	NA	NA	NA	3758.13117420302
Aki Ohmachi	1992	NA	NA	NA	NA	4	7384	NA	NA	NA	13453.6716807222
Akio Sadakata	2003	67.5	283.3	66.25	-0.23	29	107730	37.31	45.54	49	149718.542228766
Alan Bratton	1999	61.62	268.8	58.87	-0.21	31	80998	40.35	60.16	41	124314.809756366
Alan Pate	1991	NA	NA	NA	NA	1	588	NA	NA	NA	1103.78677843725
Alan Pate	1995	NA	NA	NA	NA	3	4160	NA	NA	NA	6979.33842283714
Alan Pate	1997	NA	NA	NA	NA	4	3640	NA	NA	NA	5797.48518326238
Alejandro Cañizares	2008	62.36	287.1	62.37	-0.26	16	162115	33.65	42.03	30	192500.793548225
Alex Aragon	2006	51.12	302.6	59.11	-0.26	26	94504	40.62	37.93	49	119849.440724236
Alex Aragon	2014	NA	NA	NA	NA	18	21526	NA	NA	NA	23246.4757229743
Alex Cejka	1996	NA	NA	NA	NA	10	134961	NA	NA	NA	219979.474725853
Alex Cejka	1999	NA	NA	NA	NA	2	6800	NA	NA	NA	10436.5627094902
Alex Cejka	2003	68.01	284.4	66.73	-0.26	30	1182883	38.46	52.55	31	1643920.1558265
Alex Cejka	2004	64.21	285.8	63.81	-0.25	24	1313483	37.78	50.7	44	1777825.83931307
Alex Cejka	2005	67.23	286.6	65.29	-0.22	31	510082	35.8	44.44	45	667751.208405377
Alex Cejka	2006	66.4	288.8	67.7	-0.26	30	525484	36.87	45.13	44	666415.850223637
Alex Cejka	2007	68.08	288.9	69.44	-0.25	25	868303	37.08	57.27	19	1070635.25849028
Alex Cejka	2008	65.42	282.7	63.12	-0.22	25	893998	34.44	42.86	45	1061563.23863014
Alex Cejka	2009	69.8	281.2	66.52	-0.25	25	953664	36.11	53.27	38	1136453.26730587
Alex Cejka	2010	70.31	277.4	66.6	-0.23	28	904253	34.71	44.17	51	1060184.15491966
Alex Cejka	2011	66.42	280.3	66.1	-0.25	21	344902	36.44	51.33	43	392002.671788299
Alex Cejka	2012	NA	NA	NA	NA	12	218117	NA	NA	NA	242877.640490983
Alex Cejka	2014	NA	NA	NA	NA	6	57059	NA	NA	NA	61619.4675405181
Alex Cejka	2015	63.78	283.3	65.7	-0.27	30	1227196	39.31	46.67	40	1323709.94107455
Alex Cejka	2016	65.89	281.5	67.99	-0.28	22	1566308	40.46	54.32	16	1668442.91587543
Alex Cejka	2017	67.19	282.1	66.45	-0.22	28	618171	37.23	46.55	50	644746.530526427
Alex Cejka	2018	66.49	286.7	63.77	-0.27	24	1198541	40.98	59.35	34	1220261.08075812
Alex Cejka	2019	67.19	278	64.44	-0.22	22	181155	37.56	41.98	37	181155
Alex Cejka	2020	NA	NA	NA	NA	9	129518	NA	NA	NA	127212.639725883
Alex Noren	2018	61.73	299.2	64.91	-0.28	18	2699150	39.63	51.85	28	2748064.26824638
Alex Noren	2019	62.38	301.1	65.28	-0.26	18	913446	36.67	44.54	46	913446
Alex Noren	2020	58.11	296	64.78	-0.3	17	1274003	40.58	58.59	23	1251326.33802787
Alex Prugh	2010	58.4	295.7	68.6	-0.28	28	1272606	36.55	52	34	1492056.66628221
Alex Prugh	2011	57.35	298.6	65.95	-0.25	29	292070	32.52	34.56	68	331955.802950428
Alex Prugh	2014	NA	NA	NA	NA	16	90606	NA	NA	NA	97847.7273694979
Alex Prugh	2015	62.03	295.2	70.14	-0.26	27	636373	33.89	41.51	40	686421.131042992
Alex Prugh	2016	NA	NA	NA	NA	13	135437	NA	NA	NA	144268.49840352
Alex Prugh	2019	64.08	303.7	71.44	-0.25	26	467732	33.88	47.31	34	467732
Alexandre Rocha	2011	62.23	290.9	68.23	-0.19	22	225026	28.55	32.89	35	255756.108175173
Alexandre Rocha	2012	63.47	284.6	66.87	-0.2	21	614658	32.66	29.73	44	684433.972358443
Alexandre Rocha	2013	NA	NA	NA	NA	3	21254	NA	NA	NA	23325.0805516753
Alistair Presnell	2013	58.01	284.6	62.28	-0.23	23	163134	39.28	54.74	31	179030.473826903
Allen Doyle	1995	NA	NA	NA	NA	2	3264	NA	NA	NA	5476.0963009953
Allen Doyle	1996	75.45	257.4	64.71	-0.21	28	136789	38.32	56.9	38	222959.020519073
Allen Doyle	1997	80.81	256.2	64.51	-0.19	28	66555	36.41	59.38	44	106003.194058249
Allen Doyle	1998	NA	NA	NA	NA	2	39315	NA	NA	NA	61660.4754537089
Anders Albertson	2019	60.11	293.2	67.71	-0.24	25	449226	37.5	52.17	30	449226
Anders Forsbrand	1992	NA	NA	NA	NA	2	50531	NA	NA	NA	92067.6440545195
Anders Forsbrand	1993	NA	NA	NA	NA	5	34850	NA	NA	NA	61676.3378425152
Anders Forsbrand	1995	NA	NA	NA	NA	1	10128	NA	NA	NA	16992.0046986766
Anders Forsbrand	1996	NA	NA	NA	NA	8	43191	NA	NA	NA	70399.1041329295
Anders Hansen	2007	66.95	280.7	62.85	-0.22	17	461216	32.22	48.05	37	568688.708181193
Andre Stolz	2004	58.97	297.9	63	-0.25	20	808373	38.47	47.71	52	1094149.22553472
Andre Stolz	2005	NA	NA	NA	NA	12	104775	NA	NA	NA	137161.540420312
Andre Stolz	2011	NA	NA	NA	NA	2	21594	NA	NA	NA	24542.9301500035
Andre Stolz	2013	NA	NA	NA	NA	1	7905	NA	NA	NA	8675.29696814685
Andres Gonzales	2011	61.49	293.1	64.42	-0.25	21	186847	33.33	37.35	40	212363.289327485
Andres Gonzales	2013	NA	NA	NA	NA	17	179387	NA	NA	NA	196867.23557558
Andres Gonzales	2015	58.06	294.5	66.67	-0.27	28	925335	39.73	46.85	45	998108.809288997
Andres Gonzales	2016	54.55	294.7	66.17	-0.25	28	579667	37.89	48.65	49	617465.594070108
Andres Gonzales	2017	55.75	299.2	67.71	-0.26	24	422078	39.86	53.68	19	440223.37850131
Andres Romero	2008	52.83	299.1	58.79	-0.26	20	2064612	41.21	45.04	61	2451589.60225264
Andres Romero	2009	51.62	298.5	64.91	-0.28	20	789305	38.69	42.42	44	940591.49359823
Andres Romero	2010	55.05	296	65.07	-0.26	21	979170	39.19	47.46	46	1148019.98884458
Andres Romero	2011	57.8	294.7	63.41	-0.32	22	1313133	41.92	47.06	49	1492457.69642792
Andres Romero	2012	54.9	292	61.3	-0.24	22	970919	37.85	46.02	52	1081137.71887503
Andres Romero	2013	57.35	293.1	61.3	-0.29	21	718507	41.53	56.45	42	788521.391358924
Andres Romero	2014	54.79	294.6	60.53	-0.28	26	782184	41.41	53.33	41	844700.425852409
Andres Romero	2015	52.67	295.3	61.7	-0.27	24	617253	40.15	45.87	47	665797.421323154
Andres Romero	2016	NA	NA	NA	NA	14	195262	NA	NA	NA	207994.532773674
Andres Romero	2017	NA	NA	NA	NA	10	196518	NA	NA	NA	204966.423022096
Andres Romero	2018	NA	NA	NA	NA	6	206764	NA	NA	NA	210510.998040011
Andres Romero	2019	NA	NA	NA	NA	9	74786	NA	NA	NA	74786
Andrew Buckle	2007	58.14	294.7	62.52	-0.25	26	513630	38.24	57.39	30	633316.236173737
Andrew Buckle	2008	NA	NA	NA	NA	15	170264	NA	NA	NA	202177.189727631
Andrew Clapp	1998	NA	NA	NA	NA	1	9294	NA	NA	NA	14576.4328848218
Andrew Coltart	1995	NA	NA	NA	NA	3	36683	NA	NA	NA	61544.0075396478
Andrew Coltart	1996	NA	NA	NA	NA	2	4361	NA	NA	NA	7108.20525395813
Andrew Coltart	1997	NA	NA	NA	NA	2	5468	NA	NA	NA	8708.96950057107
Andrew Coltart	1998	NA	NA	NA	NA	4	37971	NA	NA	NA	59552.5858693318
Andrew Coltart	1999	NA	NA	NA	NA	3	38827	NA	NA	NA	59591.2382825554
Andrew Johnston	2017	NA	NA	NA	NA	13	293233	NA	NA	NA	305839.257075883
Andrew Johnston	2018	NA	NA	NA	NA	2	24448	NA	NA	NA	24891.0491191996
Andrew Landry	2016	65.55	294.7	64.63	-0.25	18	373980	39.12	44.44	34	398366.273861267
Andrew Landry	2018	62.92	291.1	65.63	-0.27	27	2642179	37.92	42.64	47	2690060.83404441
Andrew Landry	2019	71.72	286.8	67.12	-0.27	25	887405	40.39	50	42	887405
Andrew Landry	2020	65.72	289.7	64.11	-0.26	21	1510275	40.12	46.24	38	1483392.80611195
Andrew Loupe	2014	50	308	63.11	-0.26	22	563121	40.8	50.44	38	608128.712050405
Andrew Loupe	2015	NA	NA	NA	NA	15	183850	NA	NA	NA	198309.049790381
Andrew Loupe	2016	45.56	309.3	63.41	-0.31	27	1075276	41.41	45.3	37	1145391.98217137
Andrew Loupe	2017	45.93	311.3	59.83	-0.26	21	273070	37.39	39.8	43	284809.437988601
Andrew Magee	1991	70.4	267.7	67.33	NA	28	750082	NA	49.62	-7	1408045.2284758
Andrew Magee	1992	67.66	270.2	67.36	-0.26	28	285946	34.72	51.88	46	520994.52903789
Andrew Magee	1993	70.33	262.6	67.94	-0.24	25	269986	34.46	52.73	27	477811.98705163
Andrew Magee	1994	69.11	270.3	66.73	-0.24	25	431041	35.02	55.21	51	743456.424607298
Andrew Magee	1995	67.09	271.4	68.15	-0.26	27	256918	36.24	55.8	36	431037.901182325
Andrew Magee	1996	65.34	275.2	63.52	-0.26	26	332504	37.43	51.94	31	541964.384260971
Andrew Magee	1997	67.89	274.1	67.23	-0.28	29	752007	36.66	57.49	42	1197733.36269494
Andrew Magee	1998	69.05	273.6	67.93	-0.27	29	964302	38.06	53.16	47	1512382.54612648
Andrew Magee	1999	68.01	279.9	65.56	-0.25	27	911565	37.9	55.37	50	1399059.60092301
Andrew Magee	2000	65.19	278.3	65.83	-0.25	26	867372	39.27	54.26	40	1287747.29854239
Andrew Magee	2001	61.43	282.9	63.77	-0.27	31	175108	39.83	50.64	57	252829.399007907
Andrew Magee	2002	61.93	282.9	63.45	-0.27	28	543035	40.03	47.93	62	771818.90345842
Andrew Magee	2003	60.54	299.3	67.99	-0.26	26	578558	38.45	51.54	38	804055.141137939
Andrew Magee	2005	56.76	289.9	61.11	-0.26	29	488779	37.61	52.34	49	639863.331568594
Andrew Magee	2006	NA	NA	NA	NA	19	52711	NA	NA	NA	66847.7934268943
Andrew Magee	2008	NA	NA	NA	NA	3	12238	NA	NA	NA	14531.8120559058
Andrew McLardy	1998	NA	NA	NA	NA	1	9048	NA	NA	NA	14190.61380911
Andrew McLardy	2001	68.86	283.7	65.26	-0.26	26	130160	37.26	40	61	187931.302823795
Andrew McLardy	2010	61.43	289.9	65.97	-0.22	21	53106	32.91	41.67	33	62263.7024496057
Andrew Putnam	2015	54.98	278.7	59.9	-0.27	23	282879	43.58	51.82	38	305126.275200724
Andrew Putnam	2018	60.42	293.8	70.47	-0.24	28	2387382	37.83	48.8	39	2430646.37713895
Andrew Putnam	2019	60.64	281.5	65.94	-0.32	23	2439137	42.69	61.02	33	2439137
Andrew Putnam	2020	57.03	277.9	63.77	-0.25	16	459640	40.94	51.9	38	451458.621377762
Andrew Svoboda	2013	60.91	290.1	65.91	-0.24	18	77219	36.24	29.51	35	84743.5492199029
Andrew Svoboda	2014	66.14	287.4	68.11	-0.24	24	1168073	35.71	36.67	37	1261431.78654473
Andrew Svoboda	2015	59.32	287.1	63.6	-0.25	30	418963	37.18	37.17	54	451912.724652311
Andrew Yun	2018	53.58	290.6	61.85	-0.22	22	41566	33.95	34.33	37	42319.2632398826
Andy Bean	1991	62.55	269	65.83	NA	24	193609	NA	52.52	-3	363440.568684452
Andy Bean	1992	NA	NA	NA	NA	18	30798	NA	NA	NA	56114.0547701627
Andy Bean	1993	58.02	265.2	58.29	-0.21	21	37292	39.25	45.87	58	65998.1059059706
Andy Bean	1994	NA	NA	NA	NA	19	8810	NA	NA	NA	15195.4247990105
Andy Bean	1995	NA	NA	NA	NA	14	7405	NA	NA	NA	12423.5579377666
Andy Bean	1996	60.55	274.7	63.7	-0.23	28	80849	34.89	41.74	58	131779.703411433
Andy Bean	1997	NA	NA	NA	NA	15	28219	NA	NA	NA	44944.8446116706
Andy Bean	1998	62.72	274.8	64.12	-0.16	20	48964	35.53	49.45	37	76793.679768928
Andy Bean	1999	NA	NA	NA	NA	12	33200	NA	NA	NA	50954.9826404522
Andy Bean	2000	NA	NA	NA	NA	16	69028	NA	NA	NA	102482.695456833
Andy Bean	2001	NA	NA	NA	NA	8	12490	NA	NA	NA	18033.666043863
Andy Bean	2003	NA	NA	NA	NA	2	8550	NA	NA	NA	11882.42398641
Andy Dillard	1991	NA	NA	NA	NA	1	1644	NA	NA	NA	3086.09772746742
Andy Dillard	1992	NA	NA	NA	NA	4	38567	NA	NA	NA	70269.1976855921
Andy Miller	2003	59.81	293.3	61.7	-0.29	25	134930	39.85	50.34	65	187519.937834655
Andy Morse	1996	NA	NA	NA	NA	4	11355	NA	NA	NA	18508.06481511
Andy North	1991	58.97	254	62.05	NA	21	24653	NA	50.53	2	46278.3255932203
Andy North	1992	NA	NA	NA	NA	20	16360	NA	NA	NA	29807.9724670388
Andy North	1993	NA	NA	NA	NA	4	14500	NA	NA	NA	25661.6039803865
Andy North	1994	NA	NA	NA	NA	6	3165	NA	NA	NA	5458.96929499072
Andy North	1999	NA	NA	NA	NA	3	3841	NA	NA	NA	5895.12314222823
Andy Oldcorn	1998	NA	NA	NA	NA	1	8636	NA	NA	NA	13544.4452758039
Anirban Lahiri	2016	56.31	291.7	62.88	-0.28	21	835171	41.06	43.55	45	889630.352711343
Anirban Lahiri	2017	59.82	297	63.43	-0.32	22	1944289	41.74	52.31	42	2027875.11399062
Anirban Lahiri	2018	60.09	294	64.7	-0.27	24	1441205	39.5	51.46	55	1467322.66221515
Anirban Lahiri	2019	60.08	290.2	62.96	-0.28	23	419620	42.67	54.63	39	419620
Anirban Lahiri	2020	60.74	294.4	68.1	-0.28	13	58388	38.1	51.67	14	57348.7207053449
Anthony Gilligan	1995	NA	NA	NA	NA	2	15350	NA	NA	NA	25753.0876900361
Anthony Kim	2007	60.79	302.4	65.35	-0.27	26	1545195	38.47	56.16	35	1905256.86107602
Anthony Kim	2008	58.34	300.9	65.78	-0.27	22	4656265	40.05	50.35	43	5529005.38180196
Anthony Kim	2009	53.65	299	62.69	-0.33	22	1972155	42.49	53.38	45	2350158.95890336
Anthony Kim	2010	NA	NA	NA	NA	14	2574921	NA	NA	NA	3018945.41059845
Anthony Kim	2011	46.99	294.2	61.58	-0.28	26	1085846	41.39	54.4	51	1234131.82048998
Anthony Kim	2012	NA	NA	NA	NA	10	33960	NA	NA	NA	37815.1389899631
Anthony Painter	1997	NA	NA	NA	NA	3	31549	NA	NA	NA	50248.5879249299
Anthony Painter	2003	61.49	287.5	60.58	-0.25	31	220714	40.13	55.09	46	306738.86874111
Anthony Price	1992	NA	NA	NA	NA	2	600	NA	NA	NA	1093.20192421903
Anthony Rodriguez	1995	NA	NA	NA	NA	4	12847	NA	NA	NA	21553.7405572569
Anthony Rodriguez	1996	NA	NA	NA	NA	3	7965	NA	NA	NA	12982.5395202423
Anthony Rodriguez	1997	58.66	270.1	60.2	-0.22	25	45319	38.07	38.46	48	72180.2832473263
Arden Knoll	1993	NA	NA	NA	NA	2	8171	NA	NA	NA	14460.7562843957
Arden Knoll	1996	NA	NA	NA	NA	2	3300	NA	NA	NA	5378.82993305706
Arjun Atwal	1996	NA	NA	NA	NA	2	3506	NA	NA	NA	5714.59931675699
Arjun Atwal	2004	60.48	289.4	62.52	-0.27	30	486052	40.16	43.51	59	657881.224842496
Arjun Atwal	2005	61.1	294.2	64.87	-0.33	17	963768	41.79	44.25	37	1261674.09675784
Arjun Atwal	2006	63.24	287.7	64.04	-0.27	33	550535	39.36	52.44	54	698185.387381671
Arjun Atwal	2007	NA	NA	NA	NA	12	135015	NA	NA	NA	166476.240926342
Arjun Atwal	2009	NA	NA	NA	NA	12	76676	NA	NA	NA	91372.5281901646
Arjun Atwal	2010	NA	NA	NA	NA	13	1507143	NA	NA	NA	1767037.68502629
Arjun Atwal	2011	56.31	284.8	63.25	-0.26	29	690237	40.05	53.7	65	784497.475129572
Arjun Atwal	2012	61.12	285.1	63.85	-0.24	27	348770	37.33	43.08	54	388362.368242916
Arjun Atwal	2013	NA	NA	NA	NA	8	22122	NA	NA	NA	24277.6621795503
Arjun Atwal	2014	NA	NA	NA	NA	4	6980	NA	NA	NA	7537.87979867884
Arjun Atwal	2015	NA	NA	NA	NA	7	63909	NA	NA	NA	68935.1811969184
Arjun Atwal	2016	NA	NA	NA	NA	6	28598	NA	NA	NA	30462.8020211897
Arjun Atwal	2017	NA	NA	NA	NA	6	40799	NA	NA	NA	42552.972719438
Arjun Atwal	2018	NA	NA	NA	NA	6	12006	NA	NA	NA	12223.5739416357
Arjun Atwal	2019	NA	NA	NA	NA	6	62095	NA	NA	NA	62095
Arjun Atwal	2020	66.51	286.5	66.49	-0.24	12	63252	36.38	50	12	62126.14376335
Arnaud Langenaeken	1996	NA	NA	NA	NA	1	7285	NA	NA	NA	11874.1745643396
Arnold Palmer	1991	NA	NA	NA	NA	5	7738	NA	NA	NA	14525.6838291623
Arnold Palmer	1993	NA	NA	NA	NA	5	1970	NA	NA	NA	3486.43860974906
Aron Price	2009	63.82	279.6	65.71	-0.23	27	487454	34.33	54.96	50	580884.55783307
Aron Price	2010	67.23	284.6	70.49	-0.25	22	713737	33.89	57.61	26	836815.203466167
Aron Price	2011	70.29	282.6	67.09	-0.25	18	333290	33.62	44.44	26	378804.908293724
Arron Oberholser	2003	68.94	285.1	65.82	-0.26	25	619865	40	60.16	26	861461.841442809
Arron Oberholser	2004	68.83	284.6	67.05	-0.26	23	1355433	38.2	50.93	36	1834606.01382555
Arron Oberholser	2005	66.7	283.5	66.84	-0.25	21	921796	37.83	49.54	41	1206728.31604182
Arron Oberholser	2006	62.53	285	69.27	-0.26	23	2467772	37.34	47.2	46	3129614.55636724
Arron Oberholser	2007	61.7	285.5	62.25	-0.24	21	1797458	40.28	55.05	33	2216302.27058461
Arron Oberholser	2008	NA	NA	NA	NA	10	454881	NA	NA	NA	540140.970730716
Arron Oberholser	2009	NA	NA	NA	NA	4	48017	NA	NA	NA	57220.4429822517
Ashley Chinner	1998	NA	NA	NA	NA	1	35444	NA	NA	NA	55589.3143070395
Austin Cook	2018	66.76	292.3	66.51	-0.27	29	2448920	39.93	53.45	54	2493299.57497506
Austin Cook	2019	70.26	291	65.71	-0.3	23	837788	40.02	48.89	43	837788
Austin Cook	2020	66.75	293.8	68.24	-0.26	20	386353	37.96	42.11	33	379476.095955884
B.J. Staten	2006	NA	NA	NA	NA	18	253088	NA	NA	NA	320964.776665702
B.J. Staten	2007	NA	NA	NA	NA	7	175505	NA	NA	NA	216401.234409345
Barney Thompson	1993	NA	NA	NA	NA	1	5122	NA	NA	NA	9064.74038534756
Barry Cheesman	1991	54.07	276	66.58	NA	28	25156	NA	39.66	10	47222.5513577679
Barry Cheesman	1992	NA	NA	NA	NA	1	722	NA	NA	NA	1315.4863154769
Barry Cheesman	1993	61.2	278.6	65.33	-0.21	30	66748	33.08	41.83	67	118128.327067782
Barry Cheesman	1995	NA	NA	NA	NA	1	1960	NA	NA	NA	3288.34214152904
Barry Cheesman	1998	63.12	284.1	65.65	-0.26	32	310535	38.05	45.83	75	487033.848277184
Barry Cheesman	1999	60.38	287.1	63.4	-0.22	34	417728	35.97	47.5	73	641124.186398519
Barry Cheesman	2000	59.61	284.1	64.99	-0.26	35	277918	36.98	52.97	48	412612.066928959
Barry Cheesman	2001	NA	NA	NA	NA	16	109635	NA	NA	NA	158296.315189665
Barry Jaeckel	1991	NA	NA	NA	NA	12	59216	NA	NA	NA	111159.588217586
Barry Jaeckel	1992	NA	NA	NA	NA	12	13351	NA	NA	NA	24325.5648170804
