PLAYER.NAME	YEAR	PCT.FAIRWAYS.HIT	AVG.DRIVE.DISTANCE	PCT.GREENS.IN.REGULATION	GREENS.HIT.RELATIVE.TO.PAR	EVENTS	MONEY	PCT.ONE.PUTTS	PCT.SAND.SAVES	TOTAL.OU.PAR	ADJ_MONEY_2019
Mark James	1997	NA	NA	NA	NA	1	24295	NA	NA	NA	38695.028166857
Mark James	1998	NA	NA	NA	NA	1	28327	NA	NA	NA	44427.2234052451
Mark James	1999	NA	NA	NA	NA	3	33592	NA	NA	NA	51556.6197848817
Mark Lye	1991	62.24	265.5	67.4	NA	29	147530	NA	47.89	-5	276941.604460625
Mark Lye	1992	NA	NA	NA	NA	15	9921	NA	NA	NA	18076.0938169616
Mark Lye	1993	62.36	263.3	64.44	-0.21	23	106936	36.32	50	47	189251.674706663
Mark Lye	1994	NA	NA	NA	NA	15	63394	NA	NA	NA	109341.516425479
Mark McCumber	1991	69.59	261.8	68.07	NA	23	173852	NA	36.55	6	326352.957491281
Mark McCumber	1992	71.57	261.1	69.15	-0.21	24	136653	30.69	52.42	22	248982.204250505
Mark McCumber	1993	72.35	264.9	69.52	-0.26	21	363269	34.49	49.59	34	642901.049403519
Mark McCumber	1994	75.28	264.6	71.27	-0.23	20	1208209	37.87	56.48	24	2083910.21577613
Mark McCumber	1995	72.88	264.1	64.93	-0.23	19	375923	32.41	50.89	36	630695.634117358
Mark McCumber	1996	73.25	266.4	66.43	-0.24	15	487226	31.05	50.48	26	794153.270595048
Mark McCumber	1997	NA	NA	NA	NA	4	3870	NA	NA	NA	6163.8097964905
Mark McCumber	1999	NA	NA	NA	NA	4	5434	NA	NA	NA	8340.04143578968
Mark McCumber	2000	NA	NA	NA	NA	10	6180	NA	NA	NA	9175.16164343786
Mark McCumber	2001	NA	NA	NA	NA	11	7276	NA	NA	NA	10505.4406833584
Mark McNulty	1991	NA	NA	NA	NA	4	34321	NA	NA	NA	64426.9830318791
Mark McNulty	1992	NA	NA	NA	NA	3	46171	NA	NA	NA	84123.7100718612
Mark McNulty	1994	NA	NA	NA	NA	6	157700	NA	NA	NA	271999.828695114
Mark McNulty	1995	NA	NA	NA	NA	10	64795	NA	NA	NA	108708.229112436
Mark McNulty	1996	NA	NA	NA	NA	2	31388	NA	NA	NA	51160.8224056955
Mark McNulty	1997	NA	NA	NA	NA	4	43654	NA	NA	NA	69528.4115906967
Mark McNulty	1999	NA	NA	NA	NA	1	14842	NA	NA	NA	22779.3329020962
Mark Mielke	1993	NA	NA	NA	NA	3	2100	NA	NA	NA	3716.50816267667
Mark Nichols	1995	NA	NA	NA	NA	1	6380	NA	NA	NA	10703.8892157935
Mark O'Meara	1991	70.23	264.6	68.38	NA	25	563896	NA	51.61	-10	1058539.02927492
Mark O'Meara	1992	72.7	259.5	70.03	-0.28	23	759648	35.32	52.07	47	1384081.09221523
Mark O'Meara	1993	68.91	262.1	67.51	-0.25	26	349516	34.9	54.79	61	618561.46046957
Mark O'Meara	1994	66.03	262.6	64.53	-0.25	29	214070	36.02	51.9	63	369226.400309215
Mark O'Meara	1995	68.02	268.9	70.47	-0.27	27	914129	34.9	46.81	44	1533657.60892541
Mark O'Meara	1996	73.21	266.2	71.78	-0.3	21	1255749	35.07	55.96	19	2046806.1544262
Mark O'Meara	1997	63.17	261.7	66.44	-0.28	22	1124560	35.79	61.82	32	1791104.37848614
Mark O'Meara	1998	67.23	268	63.8	-0.28	19	1786699	40.11	48.48	46	2802205.51526558
Mark O'Meara	1999	66.93	266.9	67.47	-0.25	19	868796	38.79	58.56	45	1333418.22584622
Mark O'Meara	2000	59.89	267.9	58.39	-0.26	19	424309	40.1	46.07	46	629952.048829365
Mark O'Meara	2001	62.6	273.6	66.39	-0.23	21	438620	37.18	55.86	27	633300.768627636
Mark O'Meara	2002	66.01	275	64.16	-0.25	24	730132	37.21	50.45	42	1037740.99205374
Mark O'Meara	2003	63.48	277.5	60.69	-0.24	25	388349	37.4	38.39	60	539710.815520272
Mark O'Meara	2004	67	272.9	62.45	-0.25	17	543866	42.62	53.68	45	736133.64461043
Mark O'Meara	2005	60.93	277.1	59.76	-0.24	21	190970	41.58	54.08	45	249999.898583316
Mark O'Meara	2006	57.35	274.4	59.44	-0.23	18	203667	41.56	51.11	37	258289.342715473
Mark O'Meara	2007	NA	NA	NA	NA	4	42914	NA	NA	NA	52913.8347821579
Mark O'Meara	2008	NA	NA	NA	NA	5	10920	NA	NA	NA	12966.7746078192
Mark O'Meara	2009	NA	NA	NA	NA	2	15547	NA	NA	NA	18526.9014525078
Mark O'Meara	2011	NA	NA	NA	NA	3	18240	NA	NA	NA	20730.8995987804
Mark O'Meara	2013	NA	NA	NA	NA	3	20077	NA	NA	NA	22033.388643831
Mark O'Meara	2015	NA	NA	NA	NA	2	114915	NA	NA	NA	123952.594270664
Mark O'Meara	2016	NA	NA	NA	NA	2	20573	NA	NA	NA	21914.5124128238
Mark Pfeil	1992	NA	NA	NA	NA	2	2495	NA	NA	NA	4545.89800154413
Mark Pfeil	1993	NA	NA	NA	NA	5	9100	NA	NA	NA	16104.8687049322
Mark Pfeil	1994	NA	NA	NA	NA	3	1435	NA	NA	NA	2475.07770562771
Mark Pfeil	1995	NA	NA	NA	NA	4	2890	NA	NA	NA	4848.62693317292
Mark Pfeil	1996	NA	NA	NA	NA	7	23510	NA	NA	NA	38320.0884018701
Mark Pfeil	1997	NA	NA	NA	NA	3	9912	NA	NA	NA	15786.9981144222
Mark Pfeil	1998	NA	NA	NA	NA	5	6225	NA	NA	NA	9763.10465978222
Mark Roe	1995	NA	NA	NA	NA	2	30934	NA	NA	NA	51898.7631663568
Mark Wiebe	1991	69.64	252.2	62.94	NA	31	100046	NA	50.64	2	187805.190536621
Mark Wiebe	1992	64.79	255.7	67.14	-0.25	26	174763	37.88	48.8	58	318418.746470483
Mark Wiebe	1993	69.52	261.1	65.12	-0.25	27	360213	38.02	46.88	62	637492.645143929
Mark Wiebe	1994	NA	NA	NA	NA	9	16032	NA	NA	NA	27651.8785899815
Mark Wiebe	1995	66.22	257.7	61.81	-0.22	23	168832	37.24	42.86	59	283253.765529914
Mark Wiebe	1996	65.51	261.5	63.66	-0.26	25	201058	35.96	49.17	44	327714.178388057
Mark Wiebe	1997	69.88	267.5	64.44	-0.24	25	285139	36.65	42.45	63	454145.364744575
Mark Wiebe	1998	71.01	268.2	63.99	-0.22	26	282211	39.66	57.42	39	442611.329982619
Mark Wiebe	1999	71.27	267.8	64.11	-0.21	27	385508	36.4	43.97	47	591673.296619141
Mark Wiebe	2000	71.28	269.2	64.98	-0.24	28	511414	37.92	55.36	66	759272.834420248
Mark Wiebe	2001	68.18	271.9	65.19	-0.25	24	308792	36.92	42.72	46	445848.82346009
Mark Wiebe	2004	NA	NA	NA	NA	6	25435	NA	NA	NA	34426.7875738992
Mark Wilson	1999	NA	NA	NA	NA	1	12765	NA	NA	NA	19591.5769098004
Mark Wilson	2003	68.01	282.1	63.68	-0.23	30	482502	38.75	51.67	40	670560.624361495
Mark Wilson	2004	71.96	282.1	68.91	-0.24	19	300317	35.93	48.15	25	406485.141098121
Mark Wilson	2005	67.21	278.6	65.87	-0.26	25	573218	39.37	55.45	32	750402.900278216
Mark Wilson	2006	67.23	282	67.98	-0.27	24	444318	38.74	55.81	25	563481.586003886
Mark Wilson	2007	67.1	285.3	64.86	-0.22	25	1637112	35.63	54.84	46	2018592.39147803
Mark Wilson	2008	70.73	284.6	66.93	-0.26	29	1578337	39.15	60.14	46	1874170.34195802
Mark Wilson	2009	69.09	284.3	66.49	-0.26	28	1838414	38.72	60.87	44	2190783.75293695
Mark Wilson	2010	68.85	280.6	70.28	-0.22	28	789681	34.29	57.94	25	925855.135278634
Mark Wilson	2011	67.63	284.8	66.03	-0.24	26	3158477	39.21	55.19	45	3589806.44583647
Mark Wilson	2012	68.62	276	64.03	-0.22	25	2144780	37.96	52.63	36	2388255.4123349
Mark Wilson	2013	70.74	278	66.24	-0.21	19	913730	35.79	50.57	29	1002767.75442186
Mark Wilson	2014	67	279.6	63.25	-0.19	25	155313	36.24	52.53	36	167726.464924385
Mark Wilson	2015	64.53	279.2	67.84	-0.24	28	851845	38.24	54.63	32	918839.121668137
Mark Wilson	2016	66.2	274.7	64.96	-0.21	21	306866	37.63	55	26	326875.942549632
Mark Wilson	2017	NA	NA	NA	NA	15	100286	NA	NA	NA	104597.353418994
Mark Wilson	2018	NA	NA	NA	NA	11	33348	NA	NA	NA	33952.3358158978
Mark Wurtz	1994	63.98	262.4	59.81	-0.3	29	103252	39.71	51.95	53	178088.308893012
Mark Wurtz	1995	63.93	257	61.57	-0.24	28	59949	38.43	57.36	38	100577.970940063
Mark Wurtz	1996	NA	NA	NA	NA	1	13040	NA	NA	NA	21254.5279778982
Mark Wurtz	1998	69.36	268.2	62.42	-0.23	23	40215	36.67	51.22	35	63072.0086575329
Martin Flores	2010	50.15	300.7	64.79	-0.25	26	318673	35.63	51.75	24	373625.595049961
Martin Flores	2012	53.58	295	63.98	-0.26	30	1035569	38.54	60.15	39	1153126.78647518
Martin Flores	2013	53.67	300.4	65.53	-0.26	25	805597	40.5	56.3	30	884097.812985225
Martin Flores	2014	56.71	296	66.54	-0.24	26	1035447	37.84	52.31	41	1118205.59081699
Martin Flores	2015	56.83	296.8	68.32	-0.24	30	449274	36.45	50.36	40	484607.560704507
Martin Flores	2017	52.79	300.6	70.64	-0.25	27	830057	34.98	50	33	865741.632799297
Martin Flores	2018	54.92	300	66.34	-0.26	29	449266	38.18	40.65	73	457407.643716718
Martin Gates	1995	NA	NA	NA	NA	1	8733	NA	NA	NA	14651.5775112108
Martin Kaymer	2013	61.36	288.4	64.85	-0.24	17	882937	35.63	45.98	35	968974.152962009
Martin Kaymer	2014	61.27	294.9	64.58	-0.29	19	4532537	39.24	52.63	23	4894802.16175708
Martin Kaymer	2015	NA	NA	NA	NA	13	886378	NA	NA	NA	956088.000734828
Martin Kaymer	2018	NA	NA	NA	NA	11	115379	NA	NA	NA	117469.909862734
Martin Kaymer	2019	NA	NA	NA	NA	14	877761	NA	NA	NA	877761
Martin Laird	2008	62.25	296.6	67.03	-0.28	29	852752	36.05	46.72	42	1012586.35351347
Martin Laird	2009	63.09	299.9	66.35	-0.29	24	1349354	36.57	38.89	49	1607985.37226135
Martin Laird	2010	60.27	296.5	67.83	-0.26	26	2137928	37.24	51.61	31	2506596.48346102
Martin Laird	2011	58.51	303	66.59	-0.3	23	2676509	39.11	44.17	47	3042019.70143817
Martin Laird	2012	59.16	298.2	65.3	-0.27	22	2172883	38.43	43.24	47	2419548.66472108
Martin Laird	2013	60.78	293.4	63.64	-0.23	21	1755393	37.5	48.33	46	1926445.99251185
Martin Laird	2014	61.26	297.2	66.31	-0.26	20	583663	34.77	45.36	30	630312.541108351
Martin Laird	2015	58.54	300.5	66.31	-0.27	24	1124988	38.96	51.82	36	1213463.70032951
Martin Laird	2016	55.14	298.5	67.66	-0.27	24	1224680	38.39	50.91	27	1304538.23271944
Martin Laird	2017	65.66	296.9	65.86	-0.27	25	1759706	38.69	47.2	50	1835356.78355429
Martin Laird	2018	63.22	299	65.9	-0.29	22	1017580	40.51	50.48	31	1036020.68728383
Martin Laird	2019	63.09	298.9	69.86	-0.27	26	863054	37.22	49.11	30	863054
Martin Laird	2020	63.74	302.1	70.51	-0.24	12	232786	35.33	32.2	26	228642.517265781
Martin Piller	2011	54	292.2	61.02	-0.24	23	140958	35.36	44.44	43	160207.573774391
Martin Piller	2016	58.97	286.6	64.33	-0.25	22	570740	38.99	58.23	37	607956.487361836
Martin Piller	2018	58.51	292.2	60.39	-0.27	28	847304	41.63	47.62	63	862658.928456082
Martin Piller	2019	NA	NA	NA	NA	15	134029	NA	NA	NA	134029
Martin Trainer	2019	50.76	303.8	60.47	-0.29	25	692155	42.17	53.13	27	692155
Martin Trainer	2020	48.07	302.1	52.05	-0.25	21	89482	42.15	47.95	34	87889.2619400506
Marty Schiene	1991	NA	NA	NA	NA	1	2050	NA	NA	NA	3848.23621734076
Marty Schiene	1992	NA	NA	NA	NA	1	2791	NA	NA	NA	5085.21095082551
Marty Schiene	1993	70.92	255.2	59.86	-0.13	25	20857	33.6	45.54	51	36912.0051185463
Martyn Thompson	1999	NA	NA	NA	NA	1	9374	NA	NA	NA	14387.108652759
Masashi Jumbo Ozaki	1991	NA	NA	NA	NA	3	15765	NA	NA	NA	29593.8751055498
Masashi Jumbo Ozaki	1992	NA	NA	NA	NA	2	13906	NA	NA	NA	25336.776596983
Masashi Jumbo Ozaki	1993	NA	NA	NA	NA	4	66742	NA	NA	NA	118117.708473031
Masashi Jumbo Ozaki	1994	NA	NA	NA	NA	5	25557	NA	NA	NA	44080.5302597403
Masashi Jumbo Ozaki	1995	NA	NA	NA	NA	6	60292	NA	NA	NA	101153.430814831
Masashi Jumbo Ozaki	1996	NA	NA	NA	NA	4	28920	NA	NA	NA	47138.1095951546
Masashi Jumbo Ozaki	1997	NA	NA	NA	NA	3	19140	NA	NA	NA	30484.5786834181
Massy Kuramoto	1993	61.12	254.1	57.83	-0.23	21	74133	37.98	53.68	50	131198.047439862
Massy Kuramoto	1995	NA	NA	NA	NA	2	2460	NA	NA	NA	4127.20493273543
Massy Kuramoto	1996	NA	NA	NA	NA	3	13214	NA	NA	NA	21538.1390107321
Mathew Goggin	2000	67.61	286.3	69.29	-0.24	32	414123	35.1	39.86	56	614829.363311556
Mathew Goggin	2001	64.71	285.1	65.71	-0.26	33	283165	36.02	49.74	66	408847.321482022
Mathew Goggin	2002	62.34	296.1	65.54	-0.27	20	391852	40.45	40.63	44	556941.598530461
Mathew Goggin	2003	63.52	299.8	67.84	-0.23	28	299238	34.56	48.18	49	415868.162438052
Mathew Goggin	2006	63.5	296	67.14	-0.23	26	1076142	35.32	45.13	34	1364757.22551279
Mathew Goggin	2007	67.36	298.7	68.84	-0.22	30	969488	36.77	48.05	54	1195398.42138427
Mathew Goggin	2008	64.91	295.9	67.58	-0.25	27	1969962	36.02	53.33	47	2339199.01464916
Mathew Goggin	2009	66.08	291.1	65.62	-0.25	26	1118845	36.64	46.34	41	1333294.59417451
Mathew Goggin	2010	65.24	289.3	69.74	-0.22	28	483537	33.14	41.27	68	566919.06547989
Mathew Goggin	2012	57.86	290.8	67.3	-0.25	23	259604	35.1	53.4	29	289074.244474393
Mathias Grönberg	1999	NA	NA	NA	NA	3	5961	NA	NA	NA	9148.87504577518
Mathias Grönberg	2004	58.53	292.1	63.15	-0.24	32	565014	38.57	43.95	51	764757.890870026
Mathias Grönberg	2005	63.2	301.4	64.94	-0.24	19	401140	39.08	39.77	31	525134.624902923
Mathias Grönberg	2006	62.51	295.1	66.54	-0.26	30	674002	36.83	40.28	45	854765.541638626
Mathias Grönberg	2007	59.7	301.5	64.5	-0.26	31	785180	39.42	47.75	57	968142.908940083
Mathias Grönberg	2008	62.77	295.2	62.78	-0.25	30	245281	37.23	47.33	51	291254.894009204
Mathias Grönberg	2009	NA	NA	NA	NA	13	354163	NA	NA	NA	422045.603597126
Mathias Grönberg	2010	64.28	293.7	66.77	-0.21	22	322130	33.97	55.17	34	377678.726887574
Mats Hallberg	1995	NA	NA	NA	NA	1	7935	NA	NA	NA	13312.7524964454
Matt Atkins	2018	57.5	301.4	63.46	-0.26	21	89104	39.32	45.65	35	90718.7516654598
Matt Bettencourt	2009	58.58	292.9	63.04	-0.27	31	740037	40.82	45.73	72	881880.270805269
Matt Bettencourt	2010	57.16	294	60.17	-0.3	32	855901	39.07	52.26	51	1003494.24152299
Matt Bettencourt	2011	56.51	288.3	62.1	-0.28	30	692545	38.96	46.2	72	787120.661328804
Matt Bettencourt	2012	52.29	288.2	58.95	-0.26	31	335076	38.08	40	61	373113.825447611
Matt Bettencourt	2013	NA	NA	NA	NA	9	101687	NA	NA	NA	111595.815660968
Matt Bettencourt	2014	NA	NA	NA	NA	14	96825	NA	NA	NA	104563.783883536
Matt Bettencourt	2015	NA	NA	NA	NA	8	46505	NA	NA	NA	50162.4278515184
Matt Bettencourt	2016	NA	NA	NA	NA	5	6195	NA	NA	NA	6598.9600154301
Matt Cole	1991	NA	NA	NA	NA	1	1850	NA	NA	NA	3472.7985376002
Matt Davidson	2005	64.72	280.9	60.59	-0.21	20	98906	38.89	44.09	44	129478.399587796
Matt Every	2010	62.06	290.9	64.75	-0.28	18	456847	38.15	43.27	48	535626.589707284
Matt Every	2012	60.89	285.5	66.23	-0.27	25	1972166	38.19	56.1	36	2196046.27212248
Matt Every	2013	58.94	288.1	65.54	-0.29	28	1188867	40.76	52.74	46	1304715.27901706
Matt Every	2014	56.72	286.3	63.33	-0.27	26	2540370	41.31	51.01	62	2743410.27280369
Matt Every	2015	51.52	286.6	58.1	-0.24	26	1521816	40.87	52.27	50	1641500.59785585
Matt Every	2016	NA	NA	NA	NA	17	158453	NA	NA	NA	168785.312562542
Matt Every	2017	48.41	297.7	60.16	-0.3	30	351412	40.32	41.27	56	366519.406095324
Matt Every	2018	55.5	294.2	64.59	-0.26	30	299162	38.22	48.84	53	304583.44390535
Matt Every	2019	NA	NA	NA	NA	16	1413149	NA	NA	NA	1413149
Matt Every	2020	58.03	292.3	65.06	-0.28	19	202546	37.41	39.47	42	198940.775227526
Matt Gogel	1995	NA	NA	NA	NA	1	5843	NA	NA	NA	9802.95057803784
Matt Gogel	2000	65.84	268.3	64.55	-0.25	30	604199	37.96	43.56	72	897026.454660763
Matt Gogel	2001	68.59	280.3	65.58	-0.28	26	729783	37.93	44.54	60	1053695.98931052
Matt Gogel	2002	65.82	275.9	63.3	-0.26	25	1089482	40.35	55.22	53	1548487.30298726
Matt Gogel	2003	67.53	278.1	63.5	-0.28	25	897410	41.32	54.55	42	1247182.00112797
Matt Gogel	2004	68.48	285.6	63.23	-0.28	25	817117	42.99	53.33	57	1105984.40660593
Matt Gogel	2005	63.3	280.3	62.5	-0.26	28	344151	39.25	45.38	73	450530.00522253
Matt Gogel	2006	NA	NA	NA	NA	14	108230	NA	NA	NA	137256.676644207
Matt Hansen	2006	59.85	300.5	66.92	-0.2	25	187252	37.12	39.08	32	237471.932135092
Matt Hendrix	2007	62.63	301.7	64.94	-0.24	24	108269	35.01	38.61	39	133497.878967923
Matt Jones	2008	54.5	293.9	62.15	-0.26	31	775899	38.6	51.59	57	921328.521193437
Matt Jones	2009	55.4	298	67.22	-0.27	17	593313	34.03	52.31	11	707033.606579518
Matt Jones	2010	57.07	293.3	65.29	-0.29	27	1215743	40.89	58.68	40	1425388.09940856
Matt Jones	2011	55.52	293.9	62.36	-0.28	25	602392	40.14	49.64	43	684656.144249371
Matt Jones	2012	55.49	293.7	64.74	-0.23	19	300254	35.43	52.38	25	334338.832222979
Matt Jones	2013	64.74	292.3	66	-0.27	24	1724707	40.5	55.73	31	1892769.81758908
Matt Jones	2014	58.5	296.3	63.25	-0.3	25	1928154	39.49	41.83	56	2082262.61967648
Matt Jones	2015	59.7	296	64.05	-0.31	25	1995553	42.38	54.04	37	2152495.07335515
Matt Jones	2016	57.55	294.8	63.96	-0.28	27	712723	38.47	50.75	37	759197.833587956
Matt Jones	2017	57.09	302.6	63.1	-0.26	20	510622	40.08	57.14	16	532573.9365167
Matt Jones	2018	59.38	304.5	66.49	-0.27	23	538681	39.7	51.38	38	548443.031355512
Matt Jones	2019	62.17	294.1	66.6	-0.29	27	1024852	40.74	53.1	35	1024852
Matt Jones	2020	59.17	297.3	66.23	-0.28	23	996369	38.96	58.33	27	978634.094342396
Matt Kuchar	2002	72.83	273.5	64.31	-0.25	27	1237725	38.75	54.55	49	1759185.96827658
Matt Kuchar	2003	68.01	275.3	63.8	-0.23	23	176047	38.16	53.47	27	244662.58427316
Matt Kuchar	2004	64.35	287.3	65.33	-0.24	28	509257	38.15	46.61	44	689289.662257567
Matt Kuchar	2005	68.98	280	62.87	-0.23	21	402786	39.35	49.37	27	527289.412739066
Matt Kuchar	2006	NA	NA	NA	NA	8	30297	NA	NA	NA	38422.4848220413
Matt Kuchar	2007	66.2	277.1	64.95	-0.24	26	886146	36.99	56.59	40	1092636.04038006
Matt Kuchar	2008	65.53	275	63.89	-0.23	27	1447638	36.17	52.76	55	1718973.96151229
Matt Kuchar	2009	65.99	283.2	64.23	-0.28	24	2489193	42.89	61.6	23	2966297.89716809
Matt Kuchar	2010	67.89	286.9	69.36	-0.3	26	4910477	40.23	56.2	34	5757249.25269523
Matt Kuchar	2011	64.75	286.2	66.98	-0.3	24	4233920	41.16	58.86	45	4812114.60686779
Matt Kuchar	2012	65.06	286.2	65.38	-0.27	22	3903065	41.06	60.14	31	4346140.9146602
Matt Kuchar	2013	58.93	284.9	65.84	-0.29	23	5616808	41.06	64.9	31	6164133.76509336
Matt Kuchar	2014	67.37	283.8	66.92	-0.28	24	4695515	39.96	56.34	36	5070806.25542887
Matt Kuchar	2015	63.23	288.5	66.55	-0.31	25	2774170	42.61	61.49	35	2992347.11262976
Matt Kuchar	2016	65.67	285.8	67.82	-0.28	26	3819678	39.81	54.61	46	4068749.37753317
Matt Kuchar	2017	65.94	285.4	66.73	-0.26	26	4282488	39.98	57.55	41	4466594.64779334
Matt Kuchar	2018	63.27	288	66.81	-0.27	24	1720097	40.56	60.81	40	1751268.77113825
Matt Kuchar	2019	67.41	289.5	69.38	-0.3	22	6294690	39.58	60.82	21	6294690
Matt Kuchar	2020	65.82	282.9	64.98	-0.31	16	1515585	40.97	58.43	21	1488608.29057701
Matt McQuillan	2011	64.45	285.4	62.63	-0.26	21	582933	37.57	45.45	47	662539.774989905
Matt McQuillan	2012	NA	NA	NA	NA	11	20852	NA	NA	NA	23219.1189110339
Matt Peterson	2002	74.28	270.7	67.36	-0.23	27	266543	36.6	33.33	55	378839.165034515
Matt Wallace	2020	53.08	301.7	63.64	-0.28	13	800993	40.53	59.3	35	786735.696443385
Matt Weibring	2009	64.88	288.7	65.63	-0.28	22	542066	37.69	57.14	23	645964.067842999
Matt Weibring	2010	NA	NA	NA	NA	10	128328	NA	NA	NA	150457.131170734
Matt Weibring	2011	NA	NA	NA	NA	5	20148	NA	NA	NA	22899.4608068107
Matthew Borchert	2009	NA	NA	NA	NA	19	34324	NA	NA	NA	40902.8986592833
Matthew Fitzpatrick	2019	66.06	287.9	63.94	-0.29	NA	NA	40.63	47.67	34	NA
Matthew Fitzpatrick	2020	64.58	294.7	66.05	-0.3	15	2109709	41.67	47.17	41	2072157.15918601
Matthew NeSmith	2020	64.14	295	70.18	-0.27	23	783232	37.42	49.48	21	769290.833998231
Matthew Wolff	2019	NA	NA	NA	NA	8	1390433	NA	NA	NA	1390433
Matthew Wolff	2020	58.98	311.6	66.82	-0.3	21	2224348	39.11	43.48	44	2184755.63820464
Maverick McNealy	2020	58.23	296.6	65.86	-0.3	23	1293984	42.84	61.36	34	1270951.68550361
Max Homa	2015	56.45	294.2	62.99	-0.26	27	380339	40.17	38.4	59	410251.10518479
Max Homa	2017	NA	NA	NA	NA	17	18008	NA	NA	NA	18782.1743849516
Max Homa	2019	57.48	300.2	65.14	-0.28	25	2063606	38.54	44.2	60	2063606
Max Homa	2020	58.94	300.6	64.6	-0.29	21	1453056	40.08	49.04	37	1427192.27774929
Michael Allen	1991	59.72	269.6	62.21	NA	29	47626	NA	47.24	17	89402.97467662
Michael Allen	1992	NA	NA	NA	NA	16	11455	NA	NA	NA	20871.0467365483
Michael Allen	1993	65.25	264.2	62.76	-0.24	27	231072	38.35	45	74	408943.321031439
Michael Allen	1994	66.79	261.4	61.96	-0.23	32	91191	39.06	50	64	157285.582615955
Michael Allen	1995	64.05	264.7	62.96	-0.23	21	55825	39.38	53.26	39	93659.0306381932
Michael Allen	1996	NA	NA	NA	NA	1	2425	NA	NA	NA	3952.62502656466
Michael Allen	2002	57.07	285	60.81	-0.24	29	108777	38.44	49.24	45	154605.402711605
Michael Allen	2004	56.49	291.1	64.25	-0.28	28	882872	40.52	48.94	41	1194985.13068384
Michael Allen	2005	54.18	292.1	62.59	-0.27	30	591829	39.26	46.48	48	774766.664809473
Michael Allen	2006	58.01	291.8	62.7	-0.3	25	470946	41.34	59.09	31	597251.065683105
Michael Allen	2007	64.31	293	66.59	-0.26	22	1016952	34.91	50	41	1253922.49870404
Michael Allen	2008	69.45	286.8	66.67	-0.25	28	981263	37	51.67	41	1165184.62930334
Michael Allen	2009	68.12	289.1	67.23	-0.26	22	741066	36.15	47.17	33	883106.499762279
Michael Allen	2010	NA	NA	NA	NA	17	726631	NA	NA	NA	851932.670030872
Michael Allen	2011	NA	NA	NA	NA	5	42343	NA	NA	NA	48125.4650060943
Michael Allen	2012	NA	NA	NA	NA	3	121895	NA	NA	NA	135732.5196461
Michael Boyd	2007	74.34	278.7	63.06	-0.22	21	126839	36.43	47.67	38	156395.066643383
Michael Bradley	1993	55.2	268.8	63.43	-0.25	26	126160	38.05	61.67	36	223273.65228728
Michael Bradley	1994	60.68	271.2	65.54	-0.26	29	175137	36.83	59.21	56	302075.041205937
Michael Bradley	1995	60.36	274	64.08	-0.27	27	214469	39.46	54.61	48	359820.127934485
Michael Bradley	1996	67.3	272.6	68.07	-0.28	26	820825	34.42	57.36	33	1337902.44842472
Michael Bradley	1997	61.62	273.8	63.23	-0.26	28	465887	37.31	59.21	39	742025.543839165
Michael Bradley	1998	63.64	272.9	64.6	-0.24	22	576501	37.3	43.22	53	904167.003930781
Michael Bradley	1999	62.22	279.5	62.54	-0.26	27	257525	38.44	55.48	51	395246.442906098
Michael Bradley	2000	57.83	275.5	63.93	-0.24	26	179510	39.42	62.59	31	266510.237316105
Michael Bradley	2001	NA	NA	NA	NA	8	47885	NA	NA	NA	69138.6788238893
Michael Bradley	2002	NA	NA	NA	NA	7	18363	NA	NA	NA	26099.4420694927
Michael Bradley	2003	NA	NA	NA	NA	4	49500	NA	NA	NA	68792.9809739524
Michael Bradley	2004	NA	NA	NA	NA	9	106336	NA	NA	NA	143927.929367334
Michael Bradley	2005	NA	NA	NA	NA	4	25254	NA	NA	NA	33060.1531068914
Michael Bradley	2006	NA	NA	NA	NA	6	41790	NA	NA	NA	52997.8427142326
Michael Bradley	2007	NA	NA	NA	NA	8	31889	NA	NA	NA	39319.7855564206
Michael Bradley	2008	NA	NA	NA	NA	14	138454	NA	NA	NA	164404.927797711
Michael Bradley	2009	NA	NA	NA	NA	17	727788	NA	NA	NA	867283.498701856
Michael Bradley	2010	60.37	281.5	68.65	-0.23	24	360845	34.78	50	45	423069.817166196
Michael Bradley	2011	57.03	290.7	67.62	-0.25	24	935934	33.41	32.67	50	1063747.46628755
Michael Bradley	2012	51.88	284.5	65.35	-0.22	23	191746	32.63	46.99	42	213513.004734083
Michael Bradley	2013	55.46	285.3	66.13	-0.19	21	79107	35.26	42.5	30	86815.524004958
Michael Bradley	2015	NA	NA	NA	NA	4	18736	NA	NA	NA	20209.5096919912
Michael Bradley	2016	NA	NA	NA	NA	8	60114	NA	NA	NA	64033.8793167982
Michael Bradley	2017	NA	NA	NA	NA	3	13514	NA	NA	NA	14094.9747133627
Michael Bradley	2018	NA	NA	NA	NA	1	7595	NA	NA	NA	7732.63735521601
Michael Burke, Jr.	1996	NA	NA	NA	NA	2	5015	NA	NA	NA	8174.19154978217
Michael Burke, Jr.	1999	NA	NA	NA	NA	6	5198	NA	NA	NA	7977.83131822502
Michael Campbell	1995	NA	NA	NA	NA	3	141388	NA	NA	NA	237210.264646177
Michael Campbell	1996	NA	NA	NA	NA	10	66338	NA	NA	NA	108127.521242163
Michael Campbell	1998	NA	NA	NA	NA	1	9541	NA	NA	NA	14963.8203307602
Michael Campbell	2003	NA	NA	NA	NA	14	107814	NA	NA	NA	149835.281832843
Michael Christie	1993	NA	NA	NA	NA	1	6526	NA	NA	NA	11549.4915569657
