RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES,YEAR
25,T27,Tom Lehman,82,286.7,"44,150",154,2001
26,25,J.J. Henry,86,286.6,"47,858",167,2001
27,26,Brent Schwarzrock,63,286.4,"36,086",126,2001
30,T45,Ernie Els,70,285.8,"32,012",112,2001
31,30,"David Berganio, Jr.",76,285.5,"41,677",146,2001
34,33,Marco Dawson,57,285.2,"32,225",113,2001
35,34,Mathew Goggin,96,285.1,"52,748",185,2001
36,35,Grant Waite,78,284.9,"43,307",152,2001
44,T47,Mike Weir,86,284.4,"47,787",168,2001
47,T45,Rich Beem,91,284.1,"50,285",177,2001
48,T47,Geoff Ogilvy,60,284,"32,663",115,2001
52,52,Craig Perks,78,283.6,"42,537",150,2001
53,53,Brad Elder,111,283.5,"61,229",216,2001
59,59,K.J. Choi,95,283.1,"52,083",184,2001
60,60,Jeremy Anderson,69,283,"39,050",138,2001
61,61,Andrew Magee,97,282.9,"52,907",187,2001
62,62,Tommy Armour III,93,282.7,"51,177",181,2001
63,63,Ian Leggatt,84,282.6,"47,472",168,2001
64,64,Craig Barlow,74,282.5,"40,684",144,2001
65,66,Stephen Ames,88,282.3,"47,418",168,2001
66,67,Tom Pernice Jr.,106,282.2,"57,561",204,2001
77,T75,Robin Freeman,105,281.1,"57,626",205,2001
78,77,Cliff Kresge,84,281,"46,076",164,2001
85,83,Matt Gogel,83,280.3,"43,166",154,2001
86,84,Bob May,86,280.2,"43,712",156,2001
89,87,Shigeki Maruyama,98,279.9,"51,229",183,2001
92,91,John Huston,64,279.7,"32,165",115,2001
100,99,Edward Fryatt,93,279.2,"49,143",176,2001
101,100,Ben Ferguson,76,279.1,"41,305",148,2001
102,101,Joe Ogilvie,110,279,"58,040",208,2001
112,T119,Bob Estes,91,278.3,"46,484",167,2001
113,T111,Mike Sposa,96,278.2,"51,471",185,2001
114,113,Ted Tryba,110,277.9,"58,640",211,2001
115,114,Richie Coughlan,66,277.8,"36,674",132,2001
116,115,Kevin Sutherland,101,277.7,"51,935",187,2001
119,118,"Dave Stockton, Jr.",61,277.5,"33,859",122,2001
120,T119,J.P. Hayes,76,277.3,"39,652",143,2001
121,121,Bradley Hughes,96,277.2,"51,560",186,2001
122,122,Brian Henninger,81,277.1,"43,775",158,2001
123,123,Craig Kanada,80,276.9,"42,922",155,2001
124,124,Steve Jones,75,276.7,"38,181",138,2001
125,125,Jerry Smith,95,276.5,"52,267",189,2001
128,128,Gary Nicklaus,96,276.2,"51,647",187,2001
132,133,Neal Lancaster,107,275.9,"57,378",208,2001
137,136,Keith Clearwater,62,275.4,"34,151",124,2001
144,T142,Jeff Julian,55,275.1,"29,983",109,2001
145,145,Olin Browne,99,275,"52,518",191,2001
146,T146,Lee Porter,93,274.7,"49,180",179,2001
149,149,Nick Price,74,274.5,"38,430",140,2001
150,150,Frank Nobilo,91,274.1,"48,792",178,2001
153,153,Brandel Chamblee,77,273.9,"39,721",145,2001
156,156,Mark O'Meara,69,273.6,"33,376",122,2001
157,157,Craig Parry,68,273.5,"33,919",124,2001
158,158,Michael Muehr,94,273.4,"50,027",183,2001
159,159,Glen Day,89,273.3,"45,639",167,2001
162,162,Robert Gamez,59,272.8,"32,195",118,2001
163,163,Scott Simpson,73,272.7,"39,813",146,2001
164,T168,Jim Furyk,88,272.5,"46,600",171,2001
165,164,Fred Funk,118,272.1,"63,682",234,2001
166,165,Mark Wiebe,62,271.9,"32,087",118,2001
167,166,Jean Van de Velde,52,271.7,"23,091",85,2001
168,167,Doug Barron,62,271.6,"33,401",123,2001
169,T168,Tom Byrum,85,271.5,"45,887",169,2001
170,T171,Scott Verplank,99,271.3,"50,471",186,2001
171,170,Blaine McCallister,80,271.2,"43,123",159,2001
172,T171,Larry Mize,76,270.9,"39,820",147,2001
173,173,Tom Scherrer,69,270.8,"35,198",130,2001
177,177,Dan Forsman,81,270.6,"41,670",154,2001
178,178,Kirk Triplett,88,269.9,"44,797",166,2001
181,180,Jay Don Blake,100,269.1,"51,396",191,2001
182,181,Greg Kraft,105,269,"54,872",204,2001
183,T182,Fulton Allem,56,268.9,"30,122",112,2001
184,184,Jeff Hart,87,268.4,"45,085",168,2001
185,185,Franklin Langham,63,268,"32,159",120,2001
188,188,José María Olazábal,51,266.8,"22,945",86,2001
189,189,Pete Jordan,105,266,"54,804",206,2001
190,190,Willie Wood,52,265.8,"27,645",104,2001
191,191,Mark Brooks,88,265.5,"45,659",172,2001
192,192,Esteban Toledo,116,264.8,"60,383",228,2001
193,193,Loren Roberts,84,261.6,"41,597",159,2001
194,194,Corey Pavin,72,252.7,"33,863",134,2001
T103,T111,Hal Sutton,96,278.8,"52,977",190,2001
T103,T102,Chris DiMarco,108,278.8,"55,203",198,2001
T105,T102,Bob Burns,92,278.6,"49,589",178,2001
T105,T102,Greg Chalmers,92,278.6,"49,587",178,2001
T107,T106,David Morland IV,88,278.4,"47,604",171,2001
T107,T106,Jerry Kelly,104,278.4,"55,133",198,2001
T107,T106,Rocky Walcher,59,278.4,"32,846",118,2001
T107,T106,Rocco Mediate,69,278.4,"37,861",136,2001
T107,T106,Chris Perry,80,278.4,"42,880",154,2001
T117,T116,Paul Gow,79,277.6,"41,639",150,2001
T117,T116,Jimmy Green,94,277.6,"50,803",183,2001
T126,T126,Robert Damron,91,276.3,"50,278",182,2001
T126,T126,Chris Riley,104,276.3,"54,987",199,2001
T129,T130,Scott Dunlap,80,276,"43,054",156,2001
T129,T130,Steve Pate,89,276,"47,464",172,2001
T129,T130,Joel Edwards,99,276,"54,645",198,2001
T133,134,Jeff Brehaut,80,275.8,"42,474",154,2001
T133,T146,Scott Hoch,84,275.8,"44,687",162,2001
T135,135,Jay Williamson,92,275.7,"49,083",178,2001
T135,129,Justin Leonard,106,275.7,"53,490",194,2001
T138,T137,Lee Janzen,96,275.3,"50,662",184,2001
T138,T137,Bill Glasson,69,275.3,"35,512",129,2001
T138,T137,Dicky Pride,78,275.3,"42,671",155,2001
T141,T140,Woody Austin,99,275.2,"52,297",190,2001
T141,T140,Jim Carter,103,275.2,"55,312",201,2001
T141,T142,Billy Mayfair,102,275.2,"52,838",192,2001
T147,T142,Brad Faxon,95,274.6,"45,307",165,2001
T147,148,Kent Jones,74,274.6,"40,373",147,2001
T151,T151,Tripp Isenhour,92,274,"48,493",177,2001
T151,T151,José Coceres,60,274,"30,138",110,2001
T154,T154,Jay Haas,75,273.7,"39,138",143,2001
T154,T154,Len Mattiace,98,273.7,"52,547",192,2001
T160,T160,Spike McRoy,95,273.1,"49,435",181,2001
T160,T160,Skip Kendall,111,273.1,"58,998",216,2001
T174,T174,Glen Hnatiuk,104,270.7,"54,689",202,2001
T174,T174,Sean Murphy,70,270.7,"37,891",140,2001
T174,T174,John Cook,91,270.7,"47,369",175,2001
T179,179,David Frost,87,269.5,"45,546",169,2001
T179,T182,Bernhard Langer,62,269.5,"30,720",114,2001
T186,T186,Paul Goydos,86,267.1,"44,878",168,2001
T186,T186,Brian Gay,114,267.1,"58,501",219,2001
T28,T27,Danny Ellis,76,286.2,"42,637",149,2001
T28,29,Mark Calcavecchia,81,286.2,"42,927",150,2001
T3,4,Tiger Woods,76,297.6,"42,561",143,2001
T3,3,Davis Love III,75,297.6,"41,959",141,2001
T32,T31,Paul Stankowski,91,285.4,"50,234",176,2001
T32,T31,Cameron Beckman,103,285.4,"56,508",198,2001
T37,41,Frank Lickliter II,102,284.7,"55,799",196,2001
T37,T42,Robert Allenby,108,284.7,"57,788",203,2001
T39,T36,Carlos Franco,87,284.5,"47,220",166,2001
T39,T36,Duffy Waldorf,77,284.5,"38,689",136,2001
T39,T36,Dudley Hart,80,284.5,"40,406",142,2001
T39,T36,Kevin Johnson,93,284.5,"51,778",182,2001
T39,T36,Donnie Hammond,51,284.5,"29,015",102,2001
T45,T42,Tommy Tolles,89,284.2,"48,884",172,2001
T45,T42,Jesper Parnevik,91,284.2,"49,459",174,2001
T49,T49,Andrew McLardy,75,283.7,"42,550",150,2001
T49,T49,Ben Bates,53,283.7,"30,077",106,2001
T49,T49,Ronnie Black,51,283.7,"28,942",102,2001
T54,T54,Jonathan Kaye,116,283.4,"63,202",223,2001
T54,T54,Steve Flesch,112,283.4,"59,504",210,2001
T54,T54,Jim McGovern,66,283.4,"35,424",125,2001
T57,T57,J.L. Lewis,108,283.3,"59,772",211,2001
T57,T57,Kaname Yokoo,81,283.3,"45,618",161,2001
T6,T6,Phil Mickelson,85,293.9,"45,259",154,2001
T6,T6,Charles Howell III,89,293.9,"49,367",168,2001
T67,T68,Brian Watts,56,281.8,"31,561",112,2001
T67,T68,Briny Baird,106,281.8,"58,046",206,2001
T69,T75,Stewart Cink,102,281.7,"51,835",184,2001
T69,70,Carl Paulson,93,281.7,"51,262",182,2001
T69,T79,Steve Stricker,73,281.7,"34,366",122,2001
T72,71,Dennis Paulson,75,281.6,"40,546",144,2001
T72,65,Jeff Sluman,106,281.6,"58,566",208,2001
T74,T72,Per-Ulrik Johansson,82,281.4,"44,178",157,2001
T74,T72,Hunter Haas,78,281.4,"42,780",152,2001
T74,T72,Gabriel Hjertstedt,76,281.4,"42,498",151,2001
T79,T88,Steve Lowery,100,280.7,"53,900",192,2001
T79,78,Doug Dunakey,83,280.7,"45,467",162,2001
T81,T79,Steve Elkington,64,280.5,"32,818",117,2001
T81,T79,Brent Geiberger,84,280.5,"44,320",158,2001
T83,82,Michael Clark II,87,280.4,"47,661",170,2001
T83,T92,Joe Durant,80,280.4,"43,457",155,2001
T87,T85,Shaun Micheel,103,280.1,"55,746",199,2001
T87,T85,Billy Andrade,82,280.1,"42,020",150,2001
T90,T88,Mark Hensby,71,279.8,"39,166",140,2001
T90,T88,David Peoples,96,279.8,"51,759",185,2001
T93,T92,John Riegger,86,279.6,"46,975",168,2001
T93,T92,Garrett Willis,88,279.6,"48,089",172,2001
T95,T95,Paul Azinger,79,279.5,"43,879",157,2001
T95,T95,Russ Cochran,76,279.5,"40,528",145,2001
T95,T102,David Toms,100,279.5,"51,986",186,2001
T98,T97,Bob Tway,109,279.4,"59,234",212,2001
T98,T97,Jeff Maggert,84,279.4,"45,816",164,2001
1,1,John Daly,71,301.4,"41,590",138,2000
2,2,Tiger Woods,82,298,"42,917",144,2000
5,5,Scott McCarron,100,288.5,"56,543",196,2000
6,6,Casey Martin,90,288.3,"50,745",176,2000
7,7,Harrison Frazar,72,287.3,"40,220",140,2000
8,8,Stuart Appleby,86,286.4,"44,105",154,2000
9,9,Mathew Goggin,91,286.3,"50,955",178,2000
10,10,Robert Allenby,98,285.8,"51,437",180,2000
11,11,Rory Sabbatini,85,285.5,"47,110",165,2000
12,12,Tim Herron,96,285,"52,439",184,2000
13,13,Fred Couples,71,284.7,"37,577",132,2000
14,14,Carl Paulson,105,284.6,"58,629",206,2000
17,16,Barry Cheesman,96,284.1,"52,835",186,2000
18,18,David Duval,73,283.5,"35,437",125,2000
21,21,Kenny Perry,76,282.8,"42,992",152,2000
22,22,Michael Clark II,84,282.1,"45,134",160,2000
23,23,Brandt Jobe,91,281.7,"49,581",176,2000
24,24,Craig Barlow,98,281.3,"54,013",192,2000
25,25,Aaron Bengoechea,75,281.2,"40,777",145,2000
26,26,Shigeki Maruyama,88,281.1,"45,534",162,2000
27,27,Bill Glasson,93,280.8,"52,220",186,2000
28,28,Tommy Armour III,91,280.3,"49,898",178,2000
29,29,Cameron Beckman,81,280.1,"45,369",162,2000
30,30,Vijay Singh,97,279.9,"48,989",175,2000
31,31,Mark Calcavecchia,99,279.7,"48,952",175,2000
32,32,Steve Flesch,123,279.2,"65,329",234,2000
33,33,Grant Waite,85,279,"47,436",170,2000
37,37,Doug Dunakey,83,278.7,"44,593",160,2000
38,38,Ernie Els,74,278.4,"35,631",128,2000
41,40,Steve Jones,75,278.2,"37,278",134,2000
42,41,Greg Chalmers,96,278.1,"51,167",184,2000
43,42,David Peoples,99,278,"55,042",198,2000
44,43,Bob Heintz,87,277.9,"47,240",170,2000
47,47,Charles Raulerson,98,277.7,"54,428",196,2000
54,53,Joe Ogilvie,95,277,"50,412",182,2000
55,54,Steve Stricker,63,276.8,"32,665",118,2000
56,55,Brad Elder,110,276.6,"60,846",220,2000
61,61,Edward Fryatt,101,276.2,"53,585",194,2000
62,62,Jean Van de Velde,70,276,"34,773",126,2000
65,65,Bobby Cochran,78,275.7,"41,910",152,2000
66,66,Michael Bradley,73,275.5,"40,226",146,2000
67,67,Hal Sutton,93,275.4,"47,921",174,2000
71,T69,Jonathan Kaye,115,275.1,"61,633",224,2000
72,71,Russ Cochran,71,275,"39,048",142,2000
80,T78,Jerry Kelly,111,274.6,"60,959",222,2000
83,83,Lee Janzen,92,274.4,"48,851",178,2000
84,84,Tom Scherrer,104,274.1,"54,263",198,2000
85,85,Jay Delsing,97,273.9,"50,949",186,2000
88,T95,Rocco Mediate,79,273.6,"39,395",144,2000
89,89,Ben Bates,107,273.5,"56,894",208,2000
102,T101,Craig Perks,82,273.1,"44,787",164,2000
103,103,Tom Lehman,71,273,"35,212",129,2000
104,104,Chris Riley,98,272.9,"51,031",187,2000
109,107,Eric Booker,87,272.5,"46,319",170,2000
119,T116,Gabriel Hjertstedt,86,272,"45,145",166,2000
120,118,J.P. Hayes,91,271.9,"48,393",178,2000
121,119,Perry Moss,53,271.8,"28,813",106,2000
122,T120,Craig Parry,73,271.7,"35,322",130,2000
125,124,Skip Kendall,114,271.5,"60,812",224,2000
126,125,Robert Gamez,76,271.2,"41,222",152,2000
129,129,Rick Fehr,73,270.8,"38,451",142,2000
130,130,Tom Pernice Jr.,98,270.7,"51,970",192,2000
135,135,Jimmy Green,85,270.2,"44,848",166,2000
136,136,Jim Furyk,98,269.9,"48,849",181,2000
137,137,Kevin Wentworth,83,269.8,"43,171",160,2000
138,138,Trevor Dodds,86,269.7,"45,305",168,2000
139,139,Frank Lickliter II,107,269.5,"56,598",210,2000
140,140,Blaine McCallister,104,269.4,"56,029",208,2000
141,141,Mark Wiebe,95,269.2,"49,541",184,2000
142,142,Gary Nicklaus,84,269.1,"44,139",164,2000
146,146,Bob Estes,68,268.4,"31,668",118,2000
150,150,Glen Day,93,268.1,"49,322",184,2000
151,151,Billy Mayfair,93,268,"47,175",176,2000
152,152,Mark O'Meara,61,267.9,"27,328",102,2000
153,153,Tom Byrum,91,267.8,"47,661",178,2000
154,154,Greg Kraft,106,267.7,"56,762",212,2000
155,155,Mike Springer,83,267.6,"43,350",162,2000
156,156,Mike Brisky,89,267.4,"45,998",172,2000
159,T159,Joe Ozaki,55,267.1,"27,249",102,2000
160,T159,Olin Browne,103,266.9,"52,843",198,2000
161,161,Dicky Pride,98,266.8,"50,165",188,2000
162,162,Fred Funk,110,266.6,"57,048",214,2000
163,163,Jim Carter,96,266.4,"49,010",184,2000
164,164,Jay Haas,80,266.3,"41,009",154,2000
165,165,Jay Don Blake,95,266.2,"49,518",186,2000
166,166,Emlyn Aubrey,68,265.3,"33,953",128,2000
167,167,Jeff Sluman,113,265,"56,704",214,2000
170,170,Brian Gay,101,264.6,"52,399",198,2000
175,175,Jerry Smith,104,264.1,"53,358",202,2000
176,176,Bart Bryant,73,263.7,"38,496",146,2000
179,179,Paul Goydos,99,263.4,"51,093",194,2000
180,180,Nolan Henke,79,262.9,"41,542",158,2000
181,181,Mike Hulbert,82,262.4,"41,987",160,2000
186,186,Bob Friend,96,261.4,"48,099",184,2000
187,187,Craig Bowden,54,260.4,"28,127",108,2000
190,190,Esteban Toledo,113,259.2,"57,548",222,2000
191,191,Chip Beck,51,258.1,"25,292",98,2000
192,192,Loren Roberts,87,257.9,"42,300",164,2000
193,193,Paul Curry,64,255.8,"32,739",128,2000
194,194,Mike Reid,76,251.6,"36,225",144,2000
195,195,Corey Pavin,74,251.3,"36,189",144,2000
T105,T105,Jason Caron,77,272.7,"40,912",150,2000
T105,T112,Justin Leonard,98,272.7,"48,544",178,2000
T105,T116,Jeff Maggert,86,272.7,"42,545",156,2000
T105,T105,Billy Andrade,89,272.7,"46,908",172,2000
T110,T120,Dudley Hart,74,272.3,"38,663",142,2000
T110,108,Mike Sposa,73,272.3,"39,755",146,2000
T112,126,Mike Weir,102,272.2,"50,084",184,2000
T112,T109,David Morland IV,88,272.2,"46,822",172,2000
T112,T109,Neal Lancaster,99,272.2,"51,717",190,2000
T112,T109,Steve Gotsche,91,272.2,"48,446",178,2000
T116,T112,Brian Henninger,93,272.1,"48,436",178,2000
T116,T112,Joe Durant,94,272.1,"51,164",188,2000
T116,T112,Bradley Hughes,93,272.1,"48,976",180,2000
T123,T122,Jim McGovern,55,271.6,"28,794",106,2000
T123,T122,Sean Murphy,102,271.6,"54,315",200,2000
T127,T127,Steve Pate,97,271,"47,422",175,2000
T127,T127,Frank Nobilo,98,271,"51,489",190,2000
T131,131,Bob Tway,91,270.6,"47,081",174,2000
T131,134,Scott Hoch,108,270.6,"56,282",208,2000
T133,T132,Ronnie Black,82,270.4,"42,717",158,2000
T133,T132,Brian Watts,89,270.4,"47,583",176,2000
T143,145,Scott Verplank,106,268.6,"55,862",208,2000
T143,T143,John Cook,90,268.6,"47,282",176,2000
T143,T143,Dan Forsman,88,268.6,"47,266",176,2000
T147,T147,Nick Faldo,51,268.3,"24,149",90,2000
T147,T147,Matt Gogel,86,268.3,"45,076",168,2000
T147,T147,Doug Barron,85,268.3,"44,000",164,2000
T15,17,Dennis Paulson,82,284.3,"43,779",154,2000
T15,15,Kelly Gibson,84,284.3,"46,625",164,2000
T157,T157,Omar Uresti,94,267.2,"50,225",188,2000
T157,T157,"Dave Stockton, Jr.",89,267.2,"46,488",174,2000
T168,T168,Fulton Allem,77,264.8,"39,718",150,2000
T168,T168,P.H. Horgan III,65,264.8,"34,421",130,2000
T171,T171,Ryan Howison,83,264.4,"42,565",161,2000
T171,T171,Brad Faxon,98,264.4,"50,765",192,2000
T173,T173,David Frost,65,264.2,"31,178",118,2000
T173,T173,Larry Mize,71,264.2,"36,454",138,2000
T177,T177,Mark Brooks,91,263.6,"45,339",172,2000
T177,T177,Brad Fabel,88,263.6,"46,392",176,2000
T182,T182,Glen Hnatiuk,94,262.1,"47,180",180,2000
T182,T182,Scott Gump,108,262.1,"55,045",210,2000
T182,T182,Pete Jordan,102,262.1,"53,470",204,2000
T182,T182,Keith Nolan,57,262.1,"29,874",114,2000
T188,T188,John Maginnes,99,259.7,"51,417",198,2000
T188,T188,Steve Hart,72,259.7,"36,357",140,2000
T19,19,Paul Stankowski,77,283.4,"41,377",146,2000
T19,20,Duffy Waldorf,80,283.4,"42,512",150,2000
T3,T3,Davis Love III,98,288.7,"50,808",176,2000
T3,T3,Phil Mickelson,85,288.7,"43,888",152,2000
T34,T34,Tom Purtzer,58,278.9,"31,239",112,2000
T34,T34,J.L. Lewis,104,278.9,"56,892",204,2000
T34,T34,Robert Damron,93,278.9,"50,757",182,2000
T39,39,Andrew Magee,78,278.3,"40,630",146,2000
T39,T56,Sergio Garcia,59,278.3,"26,720",96,2000
T45,T44,Stewart Cink,98,277.8,"50,568",182,2000
T45,T44,Rich Beem,84,277.8,"45,010",162,2000
T48,T44,Chris DiMarco,118,277.6,"62,177",224,2000
T48,48,Bob Burns,91,277.6,"49,418",178,2000
T50,T49,Paul Azinger,73,277.5,"37,743",136,2000
T50,T49,John Rollins,72,277.5,"39,957",144,2000
T52,T51,Steve Lowery,107,277.1,"57,635",208,2000
T52,T51,Shaun Micheel,94,277.1,"50,431",182,2000
T57,60,Bob May,95,276.4,"48,101",174,2000
T57,T56,Brett Quigley,63,276.4,"34,829",126,2000
T57,T56,Craig Stadler,70,276.4,"36,486",132,2000
T57,T56,Ted Tryba,112,276.4,"60,253",218,2000
T63,T63,Peter Jacobsen,65,275.8,"35,858",130,2000
T63,T63,Jay Williamson,105,275.8,"56,259",204,2000
T68,T69,David Toms,113,275.2,"57,787",210,2000
T68,68,Joel Edwards,99,275.2,"54,224",197,2000
T68,T80,Carlos Franco,85,275.2,"45,133",164,2000
T73,T72,Robin Freeman,98,274.9,"53,874",196,2000
T73,T72,K.J. Choi,92,274.9,"48,927",178,2000
T75,T74,Jason Buha,82,274.8,"45,073",164,2000
T75,T78,Chris Perry,109,274.8,"56,332",205,2000
T75,T74,Tommy Tolles,60,274.8,"32,975",120,2000
T78,T76,Stephen Ames,99,274.7,"52,194",190,2000
T78,T76,Scott Dunlap,106,274.7,"57,131",208,2000
T81,T80,Woody Austin,104,274.5,"55,446",202,2000
T81,T80,Steve Elkington,59,274.5,"29,641",108,2000
T86,T86,John Huston,81,273.8,"42,714",156,2000
T86,T86,Brent Geiberger,79,273.8,"41,070",150,2000
T90,T90,David Sutherland,109,273.4,"56,869",208,2000
T90,T95,Kirk Triplett,101,273.4,"50,847",186,2000
T90,T90,Jeff Gove,86,273.4,"44,834",164,2000
T93,T101,Jesper Parnevik,71,273.3,"34,978",128,2000
T93,T92,Notah Begay III,82,273.3,"40,182",147,2000
T93,88,Franklin Langham,95,273.3,"49,747",182,2000
T93,T92,Kevin Sutherland,98,273.3,"51,374",188,2000
T97,T95,Joey Sindelar,88,273.2,"45,899",168,2000
T97,T92,Nick Price,63,273.2,"32,785",120,2000
T97,T95,Brandel Chamblee,72,273.2,"38,244",140,2000
T97,T95,Len Mattiace,107,273.2,"58,461",214,2000
T97,T95,Craig Spence,89,273.2,"46,173",169,2000
1,1,John Daly,63,305.6,"38,501",126,1999
2,2,Chris Couch,74,295.8,"42,596",144,1999
3,3,Tiger Woods,83,293.1,"41,323",141,1999
4,4,Rory Sabbatini,82,292.7,"45,658",156,1999
5,5,Harrison Frazar,100,290.5,"55,779",192,1999
6,6,Chris Smith,80,287.2,"44,803",156,1999
9,9,David Duval,80,286.8,"40,145",140,1999
10,10,Dennis Paulson,107,286.3,"56,684",198,1999
11,11,Phil Mickelson,85,285.7,"43,425",152,1999
12,12,Tim Herron,100,284.8,"52,403",184,1999
13,T13,Vijay Singh,107,284.3,"56,293",198,1999
14,T13,Notah Begay III,101,283.8,"55,055",194,1999
17,15,Davis Love III,83,283,"41,608",147,1999
18,18,John Elliott,79,282.9,"44,692",158,1999
19,19,Tommy Armour III,90,281.2,"49,487",176,1999
20,21,"Jim Gallagher, Jr.",84,280.9,"46,069",164,1999
21,22,Bo Van Pelt,73,280.7,"40,981",146,1999
30,30,Paul Stankowski,79,279.6,"43,053",154,1999
36,38,David Seawell,51,278.8,"28,157",101,1999
37,T34,Ted Tryba,110,278.5,"59,884",215,1999
38,37,Ernie Els,65,278.2,"31,156",112,1999
39,T40,Charles Raulerson,104,278.1,"56,457",203,1999
40,42,Perry Moss,73,278,"39,471",142,1999
41,39,Carlos Franco,71,277.9,"37,243",134,1999
44,T40,Chris Perry,124,277.4,"66,583",240,1999
45,T45,Tom Purtzer,56,277.3,"28,834",104,1999
46,47,Craig Stadler,54,277.2,"27,722",100,1999
47,48,J.P. Hayes,94,277.1,"49,873",180,1999
48,T45,Stewart Cink,97,276.9,"49,568",179,1999
49,T49,Phil Blackmar,89,276.8,"49,276",178,1999
55,T49,Dudley Hart,93,276.3,"46,422",168,1999
61,54,Tom Lehman,81,275.6,"42,996",156,1999
66,T67,Jimmy Green,75,275.1,"41,262",150,1999
69,T71,Doug Dunakey,89,274.9,"47,835",174,1999
76,78,Ted Purdy,68,274.5,"34,867",127,1999
79,T80,Ronnie Black,56,274.3,"30,727",112,1999
80,83,Bradley Hughes,100,274.2,"52,643",192,1999
81,T71,Nick Price,68,274,"31,782",116,1999
82,T80,Brent Geiberger,105,273.9,"56,424",206,1999
83,T80,Scott Dunlap,86,273.7,"44,880",164,1999
84,84,Jay Williamson,84,273.6,"44,873",164,1999
85,85,Eric Booker,92,273.4,"49,206",180,1999
86,86,Paul Azinger,75,273.1,"39,869",146,1999
87,T87,Rich Beem,68,272.9,"34,928",128,1999
88,89,Neal Lancaster,94,272.8,"50,201",184,1999
89,90,Jerry Kelly,112,272.7,"58,903",216,1999
94,T93,Jay Delsing,78,272.3,"41,396",152,1999
95,T95,Brian Henninger,98,272,"52,225",192,1999
96,97,Steve Lowery,101,271.9,"53,836",198,1999
99,99,Chris Riley,86,271.6,"45,629",168,1999
100,100,Rocco Mediate,86,271.4,"42,888",158,1999
101,T101,Justin Leonard,106,271.2,"54,239",200,1999
107,107,Clarence Rose,52,270.7,"25,984",96,1999
108,109,Franklin Langham,101,270.5,"53,551",198,1999
118,T120,Jeff Brehaut,77,269.8,"41,543",154,1999
126,127,David Sutherland,94,269.4,"48,495",180,1999
127,128,Bob Estes,109,269.2,"55,985",208,1999
128,123,Jeff Sluman,112,269.1,"57,581",214,1999
129,129,Joey Sindelar,74,269,"38,739",144,1999
130,130,Brian Gay,69,268.9,"37,105",138,1999
136,137,Mike Sposa,93,268.4,"47,769",178,1999
139,140,Brad Fabel,88,268.1,"47,181",176,1999
140,T141,Jeff Gallagher,94,268,"49,312",184,1999
141,143,Rick Fehr,75,267.9,"38,039",142,1999
144,T141,Scott Hoch,101,267.5,"52,965",198,1999
148,148,Sean Murphy,85,267.2,"44,351",166,1999
149,149,Greg Kraft,95,267.1,"50,750",190,1999
152,152,Jay Don Blake,96,266.8,"49,099",184,1999
153,153,Payne Stewart,69,266.7,"34,133",128,1999
154,154,Jay Haas,80,266.5,"40,249",151,1999
155,155,Mike Hulbert,103,266.4,"53,806",202,1999
156,156,Jim Carter,96,266.3,"51,129",192,1999
157,157,Scott Gump,99,266.2,"49,515",186,1999
160,160,Paul Goydos,99,265.8,"50,506",190,1999
165,164,John Cook,84,265.3,"42,984",162,1999
168,168,Omar Uresti,103,264.9,"54,565",206,1999
169,169,Pete Jordan,92,264.8,"47,655",180,1999
170,170,D.A. Weibring,53,264.4,"28,024",106,1999
171,171,Robert Gamez,59,264.3,"31,192",118,1999
172,172,Larry Mize,72,264.1,"36,972",140,1999
173,173,Lee Rinker,93,264,"48,041",182,1999
174,174,Clark Dennis,91,263.9,"46,980",178,1999
175,175,Bob Friend,116,263.6,"60,093",228,1999
176,176,John Maginnes,91,263.3,"47,921",182,1999
177,177,Tom Byrum,89,263.1,"46,827",178,1999
178,178,David Ogrin,57,262,"29,871",114,1999
179,179,Fulton Allem,78,261.9,"39,811",152,1999
180,180,Tim Loustalot,66,261.4,"34,500",132,1999
181,181,Esteban Toledo,109,261.3,"55,908",214,1999
182,182,Nolan Henke,83,260.3,"43,215",166,1999
